transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T1651835,2023-12-28T05:38:06.215217,ACC287562,ACC520322,160.85,payment,utilities,Dubai,atm,False,,1195.7186546575,-0.31,8,0.34,card,218.220.93.48,D9134226
T1651866,2023-06-28T13:30:34.772154,ACC229047,ACC532897,16.1,withdrawal,retail,London,web,False,,117.90627458527779,1.44,18,0.21,UPI,162.50.199.202,D5919573
T1651869,2023-12-30T02:07:55.827700,ACC736891,ACC111950,103.77,transfer,entertainment,New York,atm,False,,,0.07,8,0.38,ACH,247.85.190.64,D8410455
T1651945,2023-09-02T09:21:45.782034,ACC847794,ACC142684,436.26,withdrawal,grocery,London,atm,False,,2921.832802491389,-1.88,17,0.39,wire_transfer,243.3.217.187,D6300764
T1651966,2023-05-16T19:10:41.918580,ACC126634,ACC898985,37.53,payment,other,Sydney,atm,False,,1154.2756421383333,0.64,5,0.24,UPI,213.115.72.86,D3298115
T1651967,2023-11-04T01:09:28.414888,ACC725678,ACC350765,17.0,transfer,travel,Tokyo,web,False,,4532.422211793333,-0.09,18,0.7,ACH,171.169.82.92,D9963212
T1651985,2023-05-26T00:27:16.467590,ACC453555,ACC457137,87.18,payment,restaurant,Singapore,mobile,False,,-1049.940478721111,-0.27,20,0.55,card,233.3.213.33,D3492884
T1652039,2023-09-01T22:42:35.441311,ACC649493,ACC143161,142.06,withdrawal,restaurant,Dubai,pos,False,,-1325.90106096,2.3,14,0.28,UPI,82.74.206.23,D3636137
T1652188,2023-06-17T21:52:02.028480,ACC563241,ACC139481,14.75,transfer,retail,London,web,False,,-62.219200173888886,2.09,18,0.49,card,235.194.15.72,D5419426
T1652190,2023-11-08T01:48:14.703587,ACC339871,ACC165908,32.94,transfer,travel,Sydney,pos,False,,,1.78,15,0.71,UPI,96.30.167.179,D9912034
T1652228,2023-05-12T23:30:21.785622,ACC172227,ACC818571,629.89,deposit,travel,Sydney,web,False,,-320.8840335994445,-0.74,9,0.02,wire_transfer,219.97.120.191,D3264129
T1652232,2023-02-02T15:30:30.873556,ACC140832,ACC800279,1149.33,deposit,grocery,Toronto,mobile,False,,-889.1683436833333,-1.49,5,0.51,wire_transfer,48.169.138.17,D9750842
T1652282,2023-08-11T12:09:10.503547,ACC313193,ACC136341,0.01,withdrawal,restaurant,New York,mobile,False,,1478.1562585522222,-1.71,15,0.28,card,158.176.223.224,D7700967
T1652308,2023-07-11T05:08:28.906645,ACC361033,ACC758742,377.9,withdrawal,grocery,Dubai,pos,False,,-639.3112550141666,0.83,3,0.64,wire_transfer,171.111.167.80,D9791788
T1652380,2023-08-10T17:33:04.874819,ACC801646,ACC740823,13.88,transfer,retail,Dubai,web,False,,-3423.5606761050003,0.63,11,0.44,wire_transfer,198.55.159.106,D1077195
T1652491,2023-02-11T20:55:21.283835,ACC287436,ACC305678,67.47,payment,other,New York,web,False,,-3306.3915160838887,-0.44,9,0.56,wire_transfer,187.24.61.162,D9366096
T1652545,2023-09-04T17:46:13.831138,ACC414653,ACC677825,1389.45,deposit,online,Berlin,mobile,False,,5434.365766625,-0.57,11,0.46,wire_transfer,220.238.74.111,D8001177
T1652588,2023-01-12T20:19:59.199848,ACC799318,ACC876624,1721.68,deposit,online,Dubai,web,False,,-7256.298752862778,0.41,20,0.5,UPI,166.57.50.88,D2240411
T1652724,2023-04-20T22:53:55.594592,ACC506732,ACC350348,73.8,payment,travel,Berlin,atm,False,,-547.47213672,0.22,11,0.71,wire_transfer,252.82.242.144,D9467020
T1652798,2023-03-15T00:49:26.469864,ACC977081,ACC271176,9.72,payment,restaurant,Sydney,web,False,,-5417.043744965556,0.05,11,0.7,ACH,172.198.90.139,D3953764
T1652829,2023-01-08T23:26:36.498053,ACC353732,ACC875049,20.52,payment,retail,Toronto,mobile,False,,,1.96,9,0.58,card,5.13.232.243,D2795862
T1652862,2023-10-24T15:16:29.664978,ACC654596,ACC963001,1401.02,deposit,online,London,web,False,,5540.834752665278,-0.25,2,0.15,UPI,220.168.14.68,D4318635
T1652882,2023-02-03T18:31:30.611533,ACC526129,ACC546949,502.48,withdrawal,restaurant,Tokyo,atm,False,,-3708.226335460278,-1.17,2,0.24,card,221.174.176.74,D8008383
T1652902,2023-07-19T10:05:00.846869,ACC656261,ACC775221,51.62,deposit,restaurant,Toronto,web,False,,,1.7,9,0.18,ACH,74.76.1.89,D7514444
T1652927,2023-04-11T05:41:26.528548,ACC285987,ACC454968,366.16,withdrawal,grocery,Tokyo,atm,False,,1946.6331141980556,-0.88,17,0.88,wire_transfer,75.112.238.68,D9863338
T1652991,2023-08-19T13:56:03.673598,ACC295595,ACC898630,1.79,payment,grocery,Sydney,atm,False,,431.20790487,0.99,15,0.6,ACH,183.230.74.71,D4607045
T1653035,2023-10-19T01:41:21.019949,ACC400590,ACC765266,512.23,deposit,retail,Toronto,web,False,,345.7621043308333,-0.73,13,0.98,wire_transfer,161.48.233.136,D7238763
T1653082,2023-08-23T17:12:15.472322,ACC958617,ACC425161,37.75,transfer,utilities,Toronto,atm,False,,-60.5243804275,0.54,11,0.48,ACH,96.8.10.170,D7660779
T1653084,2023-01-12T21:19:31.952860,ACC818977,ACC385832,15.64,transfer,entertainment,Berlin,web,False,,-7929.741361932777,-1.74,6,0.58,wire_transfer,170.119.197.100,D6404565
T1653115,2023-06-21T14:32:59.850930,ACC465104,ACC387546,6.77,withdrawal,retail,Berlin,web,False,,2433.7903085594444,0.22,17,0.95,UPI,254.141.229.10,D1186187
T1653177,2023-11-21T07:43:45.567549,ACC215186,ACC789224,32.54,transfer,other,New York,web,False,,,0.31,2,0.86,card,239.107.170.28,D9402790
T1653286,2023-02-11T20:07:05.734503,ACC156510,ACC581815,700.05,deposit,entertainment,Sydney,web,False,,,0.38,19,0.73,card,24.154.212.54,D5847023
T1653395,2023-11-14T23:35:34.524435,ACC298040,ACC698572,376.45,deposit,online,Toronto,mobile,False,,6198.985581089722,0.93,11,0.23,wire_transfer,32.51.97.83,D9270538
T1653432,2023-05-21T17:57:00.645334,ACC660138,ACC320681,565.44,payment,retail,Berlin,web,False,,-1385.3431370430555,-0.38,2,0.32,UPI,60.240.99.156,D9253688
T1653460,2023-08-21T10:45:34.182315,ACC842566,ACC566702,36.34,payment,retail,London,pos,False,,3847.5780981058333,-1.73,3,0.19,wire_transfer,78.221.58.84,D6376473
T1653469,2023-01-23T13:53:38.239148,ACC133405,ACC162495,7.86,payment,travel,Singapore,pos,False,,-6441.620810143333,-0.74,2,0.44,ACH,228.244.9.23,D8202572
T1653472,2023-11-22T15:49:13.939938,ACC909359,ACC562786,1020.91,deposit,online,Tokyo,pos,False,,,0.37,8,0.55,ACH,238.149.240.228,D5138471
T1653473,2023-12-20T03:04:29.947635,ACC249672,ACC442697,45.31,payment,utilities,London,atm,False,,,0.57,9,0.15,card,9.172.171.80,D9076423
T1653603,2023-01-22T18:41:32.135560,ACC154335,ACC165848,218.94,payment,retail,Berlin,pos,False,,-5898.7286281472225,-0.06,11,0.52,ACH,121.224.173.3,D2969777
T1653638,2023-07-31T05:28:19.240438,ACC240648,ACC976597,1895.19,deposit,restaurant,Tokyo,web,False,,-1341.7858592808334,-1.01,18,0.14,card,6.58.161.58,D2383321
T1653652,2023-12-21T12:19:32.860964,ACC680246,ACC691936,66.35,transfer,utilities,Tokyo,mobile,False,,3882.3591541763885,-0.12,4,0.12,ACH,58.178.150.153,D4581880
T1653685,2023-02-15T21:30:28.621540,ACC298828,ACC922195,170.9,withdrawal,grocery,Toronto,mobile,False,,-4183.148359051389,-0.77,4,0.52,UPI,159.223.60.173,D3647530
T1653695,2023-03-31T12:34:00.830295,ACC171759,ACC124604,227.82,withdrawal,online,Singapore,mobile,False,,62.52043220944445,0.51,11,0.58,ACH,226.88.86.10,D5835267
T1653705,2023-06-29T06:52:03.349421,ACC541289,ACC919354,0.01,withdrawal,travel,New York,pos,False,,-1193.105352715,0.53,9,0.6,card,2.123.8.8,D1334427
T1653712,2023-03-17T08:30:29.384159,ACC488180,ACC322928,279.91,withdrawal,grocery,Berlin,mobile,False,,-3205.24851369,0.48,3,0.81,UPI,202.241.161.48,D8907923
T1653714,2023-01-20T01:18:17.005527,ACC530834,ACC688624,0.06,payment,utilities,New York,mobile,False,,-7703.507946800833,-1.02,18,0.4,UPI,88.58.169.85,D6167234
T1653808,2023-04-06T09:17:16.043701,ACC570516,ACC812366,468.86,withdrawal,travel,New York,mobile,False,,-3288.122912493056,-0.27,8,0.31,ACH,247.82.162.111,D6660017
T1653824,2023-01-24T14:58:00.209759,ACC156977,ACC933232,4.71,transfer,utilities,Tokyo,web,False,,,0.71,6,0.71,card,199.13.184.15,D8403685
T1653841,2023-07-04T20:01:23.514743,ACC709268,ACC758644,104.75,withdrawal,online,Singapore,mobile,False,,1874.4951019705554,0.04,8,0.58,card,159.66.133.96,D9941710
T1654040,2023-07-14T06:51:14.461613,ACC787592,ACC603835,234.47,withdrawal,grocery,Sydney,pos,False,,-3076.550736365,-0.04,10,0.55,wire_transfer,174.137.33.108,D9338261
T1654132,2023-04-22T16:47:48.108361,ACC809769,ACC507815,11.04,transfer,travel,Tokyo,web,False,,-4415.712788463055,0.28,10,0.6,ACH,118.15.44.255,D4972795
T1654239,2023-01-15T10:03:26.131398,ACC908974,ACC839009,30.13,payment,entertainment,Toronto,pos,True,card_not_present,-2507.1597791319446,0.15,13,0.53,card,40.154.207.30,D8894404
T1654284,2023-08-31T18:29:44.883953,ACC258362,ACC844858,306.44,deposit,restaurant,Tokyo,mobile,False,,2800.5898932141668,2.1,8,0.26,card,121.121.76.47,D7755497
T1654300,2023-01-12T08:10:52.581030,ACC275310,ACC554101,76.46,payment,online,Tokyo,mobile,False,,-7263.744265066111,-0.37,14,0.3,UPI,60.50.25.85,D8594447
T1654306,2023-11-04T03:19:26.143843,ACC834673,ACC165281,707.34,deposit,grocery,London,pos,False,,398.53402902305555,1.23,3,0.07,UPI,143.242.108.106,D5938757
T1654337,2023-03-18T05:38:25.536314,ACC221595,ACC403673,525.89,withdrawal,entertainment,Dubai,atm,False,,-4711.687936678612,0.42,12,0.23,wire_transfer,133.221.182.73,D2204276
T1654358,2023-05-31T04:11:30.407766,ACC233745,ACC709820,29.03,transfer,retail,Berlin,atm,False,,2797.5319279263886,-0.06,4,0.09,ACH,242.3.114.185,D6685943
T1654363,2023-04-01T16:00:19.327704,ACC658594,ACC552537,20.99,payment,online,Singapore,web,False,,558.9724731161111,0.52,18,0.43,UPI,81.195.216.235,D5890084
T1654525,2023-02-22T02:24:04.105222,ACC229953,ACC470015,224.7,payment,utilities,Toronto,web,False,,-4777.755791138611,-0.36,2,0.27,card,226.241.14.154,D1658925
T1654736,2023-08-11T04:58:12.966950,ACC512932,ACC520651,1119.68,deposit,other,Singapore,web,False,,892.0132281866667,1.05,3,0.39,UPI,95.230.238.232,D3134689
T1654823,2023-12-21T23:37:27.014671,ACC549569,ACC310829,91.5,payment,other,Sydney,pos,False,,7002.364369920278,-1.13,2,0.53,wire_transfer,109.234.225.206,D4082006
T1654974,2023-06-02T11:10:54.247712,ACC725508,ACC880769,19.8,transfer,utilities,Sydney,web,False,,,-0.35,20,0.44,ACH,189.165.186.175,D8281099
T1654976,2023-06-21T23:06:51.650130,ACC756944,ACC594929,14.4,transfer,grocery,New York,mobile,False,,-1804.5838532511111,0.3,14,0.53,ACH,224.11.8.254,D2133499
T1655016,2023-01-28T15:46:27.467875,ACC437429,ACC293822,43.07,transfer,travel,Dubai,mobile,False,,-2013.4643885616665,1.6,20,0.83,card,252.57.131.78,D9003965
T1655018,2023-09-25T18:11:04.192877,ACC507943,ACC115075,589.13,deposit,restaurant,Berlin,web,False,,-371.8425680922222,0.25,8,0.18,ACH,19.28.241.18,D7362846
T1655031,2023-12-19T00:30:46.105648,ACC914139,ACC742291,335.94,payment,travel,Sydney,atm,True,card_not_present,2121.797633743889,1.46,3,0.14,wire_transfer,219.164.88.95,D9893773
T1655042,2023-09-28T04:31:39.552752,ACC357947,ACC448962,571.79,withdrawal,restaurant,Sydney,pos,False,,1421.5634778833332,-0.8,11,0.92,ACH,88.94.224.96,D1665091
T1655056,2023-08-03T06:16:49.030787,ACC412997,ACC806190,16.73,transfer,grocery,New York,web,False,,,-0.01,6,0.59,ACH,101.78.54.23,D9271087
T1655076,2023-04-05T21:09:06.882833,ACC232119,ACC123538,86.18,transfer,grocery,Berlin,web,False,,1030.0287715730556,1.39,2,0.26,UPI,219.81.172.234,D7690204
T1655151,2023-09-06T14:05:27.205605,ACC364495,ACC463613,1309.48,deposit,restaurant,Singapore,atm,False,,1799.030551378889,0.01,13,0.83,UPI,124.236.117.61,D5026016
T1655163,2023-07-02T20:49:48.394492,ACC400456,ACC952362,147.12,payment,other,Tokyo,atm,False,,4160.403639755,-0.48,1,0.72,card,225.156.33.163,D9249467
T1655231,2023-03-01T07:38:42.359477,ACC817241,ACC888102,6.81,transfer,travel,Berlin,web,False,,1180.925646584722,0.44,1,0.99,card,1.123.193.148,D3442139
T1655276,2023-10-17T17:41:08.401834,ACC205197,ACC357985,624.36,withdrawal,other,Dubai,web,False,,3041.2581796652776,-0.92,19,0.06,card,98.80.54.255,D1090792
T1655319,2023-09-22T21:48:16.874900,ACC793309,ACC746878,6.74,transfer,restaurant,Sydney,pos,False,,2962.3285029991666,2.06,19,0.99,wire_transfer,189.228.41.78,D7248980
T1655330,2023-01-13T19:33:34.777322,ACC933943,ACC477870,45.3,payment,restaurant,Sydney,mobile,False,,-5916.565328356389,-0.47,5,0.48,UPI,171.78.145.207,D9125413
T1655331,2023-10-04T06:54:57.374997,ACC274524,ACC215137,17.18,transfer,restaurant,Berlin,atm,False,,5360.136686226389,0.93,19,0.82,wire_transfer,28.128.44.58,D7078559
T1655401,2023-09-19T16:39:18.524153,ACC651251,ACC952904,31.39,transfer,other,Toronto,atm,False,,1634.697326026111,2.72,10,0.19,wire_transfer,54.80.81.228,D6412444
T1655465,2023-08-07T19:17:51.949463,ACC530293,ACC100303,58.37,payment,utilities,Berlin,atm,False,,-3086.074259666111,-0.53,10,0.77,card,94.113.180.91,D2745243
T1655505,2023-09-29T09:04:17.591293,ACC884525,ACC412412,159.64,withdrawal,online,New York,mobile,False,,5862.4308879313885,-0.03,13,0.8,UPI,240.208.200.18,D1095285
T1655655,2023-12-11T13:36:59.871003,ACC361510,ACC676327,84.12,transfer,restaurant,New York,web,False,,2812.9966017219444,0.19,20,0.22,UPI,153.19.77.6,D5194916
T1655660,2023-01-30T13:00:44.559540,ACC392856,ACC467769,1027.72,deposit,travel,Tokyo,web,False,,-3099.563370164167,-0.01,4,0.25,UPI,37.96.244.179,D2301990
T1655697,2023-10-07T11:55:18.126986,ACC177975,ACC271575,623.78,deposit,entertainment,Singapore,web,False,,6488.4953851019445,-1.22,4,0.22,card,217.98.12.242,D7057758
T1655766,2023-11-17T16:00:37.003050,ACC295806,ACC203236,33.4,transfer,retail,Sydney,pos,False,,-702.9137589691667,-2.47,7,0.7,card,50.177.133.74,D3514389
T1655801,2023-05-07T19:25:34.482251,ACC970780,ACC102756,305.1,payment,entertainment,Toronto,mobile,False,,-4706.2541651158335,0.79,5,0.12,UPI,122.105.250.118,D9883919
T1655893,2023-05-02T22:41:32.903904,ACC999765,ACC752953,14.51,transfer,utilities,Dubai,pos,False,,-3674.380063830278,0.83,16,0.67,UPI,75.137.232.211,D6954112
T1655951,2023-06-28T17:35:49.888088,ACC544572,ACC627034,62.07,payment,retail,Sydney,atm,False,,-1612.6551784036112,-0.4,5,0.99,wire_transfer,53.195.130.209,D7204443
T1655975,2023-07-21T01:45:59.801141,ACC320763,ACC825644,528.13,withdrawal,entertainment,Singapore,web,False,,,-0.93,14,0.89,wire_transfer,166.170.192.209,D8666750
T1656005,2023-06-28T14:40:47.273370,ACC265738,ACC163451,483.29,withdrawal,entertainment,Dubai,atm,False,,1830.0723827822221,0.73,6,0.4,ACH,3.26.146.222,D9442614
T1656037,2023-01-28T04:25:34.960774,ACC684374,ACC890486,164.33,payment,grocery,Berlin,web,False,,-6621.863562112222,1.35,16,0.49,UPI,253.73.15.123,D5690917
T1656116,2023-01-13T10:06:30.440312,ACC968807,ACC652729,121.36,withdrawal,utilities,London,atm,False,,-3068.6389988425003,0.33,2,0.49,wire_transfer,173.209.20.185,D8231556
T1656138,2024-01-01T02:07:42.576505,ACC256181,ACC686701,18.77,withdrawal,online,London,atm,False,,8739.991549369723,-0.11,7,0.07,wire_transfer,69.4.82.113,D3716721
T1656257,2023-08-16T03:10:31.158025,ACC997683,ACC810710,1115.41,deposit,online,Singapore,web,True,card_not_present,-2828.10614842,-1.23,18,0.41,card,91.28.41.28,D7689891
T1656291,2023-02-14T04:04:26.861227,ACC189371,ACC358707,303.75,withdrawal,restaurant,Dubai,web,False,,-3142.5772271663886,-1.84,8,0.71,wire_transfer,126.155.10.188,D6986469
T1656313,2023-03-11T22:40:05.922810,ACC330013,ACC786202,530.85,withdrawal,retail,Toronto,mobile,False,,,-0.88,11,0.59,UPI,32.240.132.229,D4545337
T1656330,2023-08-13T08:13:13.131836,ACC214184,ACC530673,13.3,transfer,retail,New York,pos,False,,1595.8404651180556,-0.23,19,0.4,UPI,208.217.62.6,D2264562
T1656404,2023-04-20T05:40:07.603012,ACC499343,ACC192403,1391.71,deposit,online,Dubai,pos,False,,-5129.250033736111,-0.7,18,0.3,wire_transfer,6.246.161.10,D4391796
T1656415,2023-08-15T06:32:09.568619,ACC731756,ACC780614,20.74,transfer,grocery,New York,web,True,card_not_present,-1905.2914154355556,1.52,8,0.5,card,158.155.85.82,D3891355
T1656502,2023-08-31T09:34:00.800580,ACC533328,ACC800909,61.48,transfer,retail,Sydney,atm,False,,-1493.4127065908335,-0.88,17,0.23,wire_transfer,152.40.152.59,D9575716
T1656503,2023-04-23T01:46:05.665866,ACC777014,ACC104097,790.46,deposit,travel,London,atm,False,,-614.7162568969444,0.99,6,0.98,ACH,243.120.71.126,D4261347
T1656583,2023-01-06T21:27:24.832839,ACC325678,ACC728967,1557.94,deposit,utilities,Dubai,web,True,card_not_present,-3779.066207841389,0.53,7,0.32,ACH,69.185.145.152,D4680532
T1656786,2023-09-06T17:43:20.638313,ACC309660,ACC319661,13.99,transfer,entertainment,Toronto,mobile,False,,896.8143350666667,1.41,20,0.97,UPI,23.141.201.3,D5184500
T1656906,2023-05-05T04:39:09.533647,ACC311060,ACC292958,8.92,payment,entertainment,Berlin,atm,False,,-3682.7370307769447,-0.65,4,0.89,ACH,192.108.57.32,D7454584
T1656907,2023-11-27T02:41:14.483416,ACC674975,ACC417051,370.61,withdrawal,travel,Berlin,atm,True,card_not_present,6223.094021205556,-1.24,3,0.31,UPI,176.117.15.120,D1674837
T1656928,2023-03-13T16:42:57.274812,ACC559376,ACC390871,146.29,withdrawal,online,Berlin,pos,False,,-6999.337923373056,-1.34,7,0.67,UPI,167.35.255.207,D3750719
T1656956,2023-01-25T03:41:19.254872,ACC111530,ACC970102,923.12,deposit,online,London,atm,False,,,1.07,9,0.96,wire_transfer,65.158.92.168,D1616323
T1656957,2023-11-12T10:55:32.090041,ACC529278,ACC787436,35.14,transfer,utilities,Toronto,pos,False,,-939.315191086389,-0.42,12,0.49,card,211.31.21.52,D1282673
T1656975,2023-09-21T08:50:50.902611,ACC448396,ACC670272,99.43,withdrawal,entertainment,Sydney,pos,False,,4436.614168939167,-1.28,3,0.45,card,122.157.45.95,D4528175
T1656988,2023-06-07T17:45:46.994692,ACC174616,ACC664037,151.99,payment,entertainment,New York,atm,False,,,0.78,10,0.77,UPI,23.229.67.36,D1317871
T1656989,2023-02-13T22:23:02.804637,ACC647542,ACC881076,7.24,transfer,utilities,New York,mobile,False,,-1935.926372087778,-1.28,13,0.97,wire_transfer,32.153.113.84,D8209197
T1657006,2023-05-30T00:16:40.383800,ACC275116,ACC161947,3.8,payment,other,Sydney,atm,False,,-3742.7686066919446,1.68,10,0.32,ACH,74.226.170.135,D1165907
T1657022,2023-11-26T06:17:15.346523,ACC737122,ACC124421,158.54,payment,online,Tokyo,mobile,False,,4104.396486311667,0.77,15,0.41,ACH,52.120.65.61,D9645320
T1657058,2023-11-07T08:35:54.699547,ACC612072,ACC491880,475.96,withdrawal,travel,Toronto,web,False,,2251.3654810002777,1.52,5,0.89,UPI,161.155.115.23,D2858468
T1657090,2023-07-26T07:10:05.226720,ACC785979,ACC981299,339.79,withdrawal,online,London,web,False,,2845.1993376041664,-2.2,17,0.23,ACH,214.199.116.10,D8297810
T1657214,2023-11-13T01:05:38.932663,ACC444170,ACC165526,231.26,withdrawal,grocery,Toronto,pos,True,card_not_present,4530.732622644166,-0.71,11,0.28,wire_transfer,197.180.205.70,D5714203
T1657220,2023-03-30T23:30:18.409470,ACC774293,ACC251892,532.08,deposit,retail,Dubai,pos,False,,,-0.21,4,0.51,wire_transfer,23.224.14.50,D8549333
T1657283,2023-11-07T03:32:41.389624,ACC354184,ACC214656,6.54,transfer,utilities,London,web,False,,2722.6247316427775,0.0,9,0.26,card,152.21.45.95,D7832319
T1657373,2023-08-08T12:22:18.502228,ACC138938,ACC542635,89.04,payment,travel,Toronto,pos,False,,1587.7382395075,-0.29,11,0.03,UPI,144.13.90.52,D6629503
T1657417,2023-11-16T14:21:53.902522,ACC989450,ACC690284,186.12,payment,travel,Tokyo,web,False,,,-0.75,13,0.28,ACH,142.80.238.133,D6550964
T1657442,2023-04-02T05:11:15.524591,ACC214838,ACC197228,7.58,payment,other,Sydney,mobile,False,,1673.7803551147222,0.87,20,0.36,ACH,200.23.28.200,D2156931
T1657448,2023-04-22T05:00:03.984091,ACC818455,ACC828291,10.06,transfer,retail,Toronto,atm,False,,-574.8728051091666,-0.12,2,0.57,ACH,223.101.136.242,D9680250
T1657574,2023-10-22T19:47:19.904932,ACC218580,ACC607361,5.6,transfer,utilities,New York,atm,False,,2953.5167190875,-1.68,19,0.34,card,117.226.100.154,D4442042
T1657585,2023-02-05T02:11:14.756808,ACC225484,ACC667985,112.76,payment,grocery,Tokyo,pos,False,,17.101240406666665,-0.81,13,0.92,wire_transfer,96.223.163.249,D3705195
T1657587,2023-02-11T00:07:59.657093,ACC633136,ACC947960,1727.75,deposit,restaurant,Singapore,pos,False,,,-1.26,16,0.29,UPI,81.244.150.254,D9123183
T1657616,2023-09-25T16:41:04.070553,ACC215931,ACC219879,34.84,payment,online,New York,mobile,False,,,0.54,20,0.04,card,35.2.50.216,D9323773
T1657642,2023-08-13T15:40:31.716406,ACC999194,ACC193676,77.72,transfer,travel,Toronto,pos,False,,5112.198210797222,-2.34,20,0.08,ACH,10.169.21.111,D1309530
T1657720,2023-04-08T11:00:47.789296,ACC446899,ACC845104,24.0,transfer,other,Tokyo,pos,False,,-4226.330029196944,1.06,20,0.16,wire_transfer,64.12.176.120,D2489228
T1657728,2023-06-10T08:32:28.703635,ACC931104,ACC540449,827.61,deposit,other,Dubai,atm,False,,-4513.915393750834,1.3,8,0.2,ACH,85.133.217.93,D9706858
T1657787,2023-12-30T21:20:25.575461,ACC370434,ACC215083,6.16,transfer,travel,Tokyo,mobile,False,,,-0.22,1,0.32,UPI,243.148.167.68,D9405270
T1657805,2023-05-09T09:35:42.060705,ACC462028,ACC419207,24.22,payment,online,Singapore,atm,False,,-3495.8115560261112,1.26,10,0.42,ACH,48.101.59.232,D8416383
T1657858,2023-02-08T21:16:27.903496,ACC551639,ACC333639,254.74,payment,utilities,New York,atm,False,,,-1.42,3,0.53,wire_transfer,96.37.156.13,D2963236
T1657864,2023-07-07T09:52:25.379829,ACC928992,ACC569096,1672.38,deposit,restaurant,Dubai,pos,False,,1480.426682653889,1.15,16,0.05,ACH,229.100.20.177,D4333362
T1657866,2023-11-15T03:59:35.400201,ACC432762,ACC266420,353.26,withdrawal,other,London,mobile,False,,3228.2766011625,0.19,18,0.46,UPI,236.179.48.212,D6830178
T1657897,2023-04-07T05:48:13.395031,ACC126374,ACC638287,25.86,payment,grocery,Tokyo,web,False,,-348.30901831694445,0.35,16,0.59,ACH,55.57.254.223,D1892764
T1657976,2023-08-19T17:43:31.380347,ACC595998,ACC534215,11.61,payment,restaurant,Singapore,atm,False,,-1831.7918177055556,-0.43,2,0.52,ACH,153.49.133.94,D6333273
T1658021,2023-06-06T04:59:27.693533,ACC329386,ACC591173,21.19,transfer,grocery,Berlin,mobile,False,,-4001.885471882778,-1.57,19,0.41,ACH,18.9.179.76,D1961731
T1658068,2023-04-04T16:30:03.482461,ACC766961,ACC248693,24.38,transfer,entertainment,London,pos,False,,-2133.703692022778,-0.06,14,0.83,card,158.122.209.88,D5096101
T1658096,2023-03-01T22:05:33.855840,ACC272916,ACC414628,364.23,payment,retail,Tokyo,mobile,False,,-4196.266829740555,-0.93,16,0.31,wire_transfer,125.201.173.149,D9350648
T1658127,2023-05-13T04:40:44.291773,ACC560002,ACC522178,6.9,transfer,grocery,London,atm,False,,-1603.439447539722,-0.16,16,0.72,wire_transfer,188.136.237.255,D9431491
T1658227,2023-04-21T21:23:51.246323,ACC461366,ACC463771,19.71,payment,entertainment,New York,web,False,,-589.5386253197222,0.49,4,0.42,ACH,233.99.134.44,D7361588
T1658242,2023-01-27T06:36:07.541472,ACC594971,ACC466783,11.42,transfer,online,Berlin,atm,False,,-4526.5113834325,-0.69,8,0.47,ACH,88.49.164.10,D5067833
T1658319,2023-10-02T01:24:28.262287,ACC168086,ACC384644,1056.16,deposit,travel,Toronto,web,False,,3318.5036233969445,2.04,13,0.04,ACH,132.41.91.113,D3732489
T1658325,2023-05-26T12:40:05.214343,ACC792098,ACC974910,116.48,payment,other,Singapore,web,False,,,1.16,4,0.36,ACH,188.54.165.109,D5093198
T1658382,2023-04-06T20:50:36.580062,ACC415285,ACC992704,46.02,withdrawal,online,Berlin,mobile,False,,-208.91959602444444,-0.32,16,0.24,card,210.234.76.14,D7843164
T1658445,2023-01-09T17:22:35.730861,ACC903733,ACC611880,33.48,transfer,grocery,Berlin,mobile,False,,-4349.730165582778,0.61,14,0.51,card,181.206.149.89,D7697261
T1658503,2023-04-12T02:46:30.781167,ACC650396,ACC686827,41.46,payment,utilities,Berlin,web,False,,913.6113843441667,-2.29,7,0.88,wire_transfer,239.187.167.38,D7225567
T1658544,2023-01-23T00:16:58.942931,ACC217577,ACC464125,986.0,deposit,retail,Singapore,web,False,,-7050.817994108055,0.17,10,0.82,card,171.175.29.165,D2877081
T1658586,2023-07-30T15:37:29.546535,ACC920917,ACC571508,241.72,payment,travel,Dubai,web,False,,-389.72043248472227,1.1,5,0.34,card,93.27.253.200,D3139562
T1658618,2023-02-24T20:56:26.300121,ACC559167,ACC892696,8.77,transfer,entertainment,Sydney,mobile,False,,364.47005440833334,0.07,10,0.98,wire_transfer,227.57.41.252,D7579998
T1658702,2023-06-28T04:23:03.666200,ACC889760,ACC148475,22.76,transfer,retail,New York,atm,False,,,-0.14,1,0.08,card,86.248.25.231,D5386702
T1658853,2023-08-21T06:07:59.543717,ACC345087,ACC208300,374.72,withdrawal,grocery,London,pos,False,,5507.6899300752775,1.23,12,0.98,card,24.215.78.189,D8558580
T1658870,2023-09-22T08:23:10.871270,ACC236515,ACC305474,0.01,deposit,entertainment,Dubai,mobile,False,,,0.12,18,0.22,ACH,179.220.191.234,D4573612
T1658884,2023-02-14T19:37:31.332228,ACC808147,ACC961370,1599.16,deposit,grocery,Sydney,atm,False,,-51.588924156944444,1.02,19,0.86,wire_transfer,94.174.25.229,D3610249
T1658891,2023-10-23T16:32:05.465979,ACC347054,ACC149338,744.45,deposit,entertainment,Dubai,pos,False,,4472.459636131111,0.23,4,0.96,card,37.39.245.197,D2164117
