account_idx,account_id,archetype,is_business,business_hours,city,country,kyc_level,open_ts,account_age_days,dormant,baseline_out_per_day,baseline_amount_median,baseline_amount_sigma,night_ratio,monthly_income,popularity,employer_idx,salary_amount,salary_day,is_laundering,laundering_role,laundering_patterns,n_laundering_episodes,in_benign_lookalike
359,ACC000359,household,False,False,Delhi,IN,full,1697932800,437,False,0.747,3265.75,1.0,0.0471,71101.14,3.6439,-1,0.0,0,1,mule,fan_in|fan_out|mule_network,6,1
360,ACC000360,salary,False,False,Jaipur,IN,full,1407542400,3798,False,0.3844,668.3,1.248,0.0531,217292.97,0.4496,137,199428.86,4,0,,,0,1
361,ACC000361,student,False,False,Jaipur,IN,full,1637971200,1131,False,0.1051,623.44,0.87,0.098,14838.74,0.4881,-1,0.0,0,0,,,0,1
362,ACC000362,small_business,True,True,Kolkata,IN,full,1571097600,1905,False,0.7364,6547.78,1.354,0.0503,3071852.49,5.3615,-1,0.0,0,1,beneficiary|destination,mule_network|rapid_pass_through,2,0
363,ACC000363,salary,False,False,Kolkata,IN,full,1441670400,3403,False,0.3157,2839.81,1.111,0.0849,56875.78,0.8803,1397,45730.68,5,0,,,0,1
364,ACC000364,salary,False,False,Jaipur,IN,min,1455408000,3244,False,0.6045,894.16,0.858,0.0544,154696.38,2.0237,1093,120069.95,7,0,,,0,1
365,ACC000365,salary,False,False,Chennai,IN,full,1687392000,559,False,1.1145,1893.3,1.129,0.0846,159193.15,1.2724,758,133073.55,1,0,,,0,1
366,ACC000366,small_business,True,True,Jaipur,IN,full,1469577600,3080,False,1.1365,21153.82,1.164,0.0761,2457566.24,2.3755,-1,0.0,0,0,,,0,0
367,ACC000367,small_business,True,True,Kochi,IN,min,1486252800,2887,False,0.3843,18069.23,1.224,0.0793,1917018.04,10.1564,-1,0.0,0,0,,,0,0
368,ACC000368,small_business,True,True,Pune,IN,min,1669507200,766,False,2.3796,5044.16,1.111,0.0338,1568336.86,5.3417,-1,0.0,0,0,,,0,0
369,ACC000369,salary,False,False,Ahmedabad,IN,full,1623888000,1294,False,0.2679,1991.58,1.182,0.0365,222881.5,1.0295,607,186251.86,6,0,,,0,1
370,ACC000370,large_business,True,True,Ahmedabad,IN,full,1715299200,236,False,3.7867,261889.39,1.654,0.0438,192234527.58,2.3197,-1,0.0,0,1,source,rapid_pass_through,2,0
371,ACC000371,salary,False,False,Pune,IN,full,1649808000,994,False,1.2702,3079.94,1.015,0.0592,117228.55,0.903,1430,116882.14,3,1,mule,fan_in|fan_out,2,1
372,ACC000372,salary,False,False,Pune,IN,full,1639958400,1108,False,0.2872,1670.87,1.13,0.0682,54191.33,1.0544,611,41312.28,3,0,,,0,0
373,ACC000373,salary,False,False,Mumbai,IN,full,1422316800,3627,False,0.2465,2648.93,1.13,0.0778,63266.21,1.5635,924,61713.33,3,0,,,0,1
374,ACC000374,student,False,False,Ahmedabad,IN,full,1562371200,2006,True,0.003,139.64,1.073,0.0746,15756.87,0.8713,-1,0.0,0,0,,,0,0
375,ACC000375,student,False,False,Bengaluru,IN,full,1444089600,3375,False,0.3983,166.21,1.037,0.1872,7943.77,0.2454,-1,0.0,0,0,,,0,1
376,ACC000376,salary,False,False,Pune,HK,full,1495929600,2775,False,0.6933,2748.21,1.132,0.0449,52556.76,1.6053,399,48416.69,1,1,mule,fan_in|fan_out|mule_network|smurfing,7,1
377,ACC000377,salary,False,False,Pune,IN,full,1731110400,53,False,0.4974,1502.4,1.142,0.0734,238822.09,0.9157,145,211190.9,6,0,,,0,1
378,ACC000378,salary,False,False,Delhi,IN,full,1701475200,396,False,0.147,2513.72,1.051,0.022,119831.62,0.4142,779,106084.53,1,0,,,0,1
379,ACC000379,salary,False,False,Chennai,IN,full,1675555200,696,False,0.6102,2991.65,0.876,0.0741,218574.01,4.1808,754,172258.59,1,0,,,0,1
380,ACC000380,salary,False,False,Hyderabad,IN,full,1490572800,2837,False,0.3197,987.1,0.889,0.0491,107064.3,1.7476,796,100651.59,7,0,,,0,1
381,ACC000381,student,False,False,Pune,IN,min,1515542400,2548,True,0.0082,224.96,0.789,0.0623,6394.59,0.224,-1,0.0,0,0,,,0,1
382,ACC000382,freelancer,False,False,Bengaluru,IN,min,1613433600,1415,False,0.5228,3162.27,1.199,0.179,243702.85,2.8468,-1,0.0,0,0,,,0,1
383,ACC000383,small_business,True,True,Mumbai,IN,full,1485820800,2892,False,0.837,3442.79,0.996,0.0584,3345961.89,2.8794,-1,0.0,0,0,,,0,1
384,ACC000384,merchant,True,True,Kochi,IN,full,1498348800,2747,False,3.7117,701.71,0.776,0.1063,7040836.04,58.5041,-1,0.0,0,0,,,0,0
385,ACC000385,salary,False,False,Delhi,IN,full,1435795200,3471,False,0.787,1325.13,0.968,0.0557,205912.8,0.7892,1363,161172.37,1,0,,,0,0
386,ACC000386,salary,False,False,Hyderabad,IN,full,1447286400,3338,False,0.4955,2497.93,0.893,0.0664,153925.76,0.6858,1198,137978.24,2,0,,,0,1
387,ACC000387,household,False,False,Chennai,IN,full,1516752000,2534,False,0.7719,1260.51,1.083,0.0273,131436.71,2.3474,-1,0.0,0,0,,,0,0
388,ACC000388,student,False,False,Jaipur,IN,min,1461628800,3172,False,0.1606,569.01,1.017,0.1868,10652.13,0.3258,-1,0.0,0,0,,,0,1
389,ACC000389,salary,False,False,Kochi,IN,full,1441756800,3402,False,0.6353,2881.88,1.009,0.063,76400.05,0.6372,1127,58851.79,7,0,,,0,1
390,ACC000390,salary,False,False,Bengaluru,MY,full,1670025600,760,False,0.1751,2066.54,1.05,0.0624,168591.7,2.1902,80,145103.03,4,1,intermediary|mule,fan_in|fan_out|layering_chain|mule_network,6,1
391,ACC000391,large_business,True,True,Jaipur,IN,min,1465948800,3122,False,4.8915,121462.58,1.146,0.048,93216338.52,43.5298,-1,0.0,0,0,,,0,0
392,ACC000392,salary,False,False,Mumbai,IN,min,1444953600,3365,False,0.1592,977.53,0.907,0.0415,113145.38,1.6025,424,98625.8,7,0,,,0,1
393,ACC000393,salary,False,False,Delhi,IN,full,1642291200,1081,False,0.5415,2899.23,1.178,0.0255,61943.54,2.1847,329,52152.28,1,0,,,0,1
394,ACC000394,salary,False,False,Kochi,IN,min,1525392000,2434,False,0.4002,3473.39,1.079,0.0506,142130.97,0.1481,1023,121337.95,6,0,,,0,1
395,ACC000395,freelancer,False,False,Jaipur,IN,full,1623974400,1293,False,0.1226,5770.01,1.415,0.1478,110847.99,5.6539,-1,0.0,0,0,,,0,0
396,ACC000396,salary,False,False,Delhi,IN,min,1595808000,1619,False,0.6964,1111.54,0.863,0.0451,104405.33,1.0771,75,82584.35,1,0,,,0,1
397,ACC000397,merchant,True,True,Kochi,IN,min,1627948800,1247,False,4.4442,3666.35,1.044,0.0546,4859269.55,42.9161,-1,0.0,0,0,,,0,0
398,ACC000398,salary,False,False,Kochi,IN,full,1688342400,548,False,0.4517,657.47,0.885,0.0836,53910.33,0.7503,290,45014.72,5,0,,,0,1
399,ACC000399,large_business,True,True,Kolkata,IN,min,1549324800,2157,False,8.2732,338150.28,1.183,0.042,99274609.23,11.4607,-1,0.0,0,0,,,0,1
400,ACC000400,salary,False,False,Delhi,IN,full,1655078400,933,False,0.2577,1434.7,0.881,0.0379,185070.95,1.4287,251,171664.57,7,0,,,0,1
401,ACC000401,salary,False,False,Hyderabad,IN,full,1731024000,54,False,0.8808,1644.12,1.047,0.0433,66557.38,1.0779,995,53512.95,1,0,,,0,1
402,ACC000402,salary,False,False,Jaipur,IN,full,1429228800,3547,False,0.4131,1098.7,1.044,0.0485,101699.71,0.8415,182,81766.79,4,0,,,0,1
403,ACC000403,student,False,False,Kochi,IN,full,1632096000,1199,False,0.4843,327.69,0.768,0.104,8825.5,1.0627,-1,0.0,0,0,,,0,0
404,ACC000404,student,False,False,Kochi,IN,full,1719014400,193,True,0.0072,178.99,0.824,0.1941,20495.29,0.7072,-1,0.0,0,0,,,0,1
405,ACC000405,salary,False,False,Pune,IN,full,1529798400,2383,False,0.4794,1043.51,1.129,0.0873,139647.19,0.7051,564,130624.65,4,0,,,0,1
406,ACC000406,student,False,False,Pune,IN,full,1715299200,236,False,0.5361,194.8,0.908,0.1863,18028.05,0.4614,-1,0.0,0,0,,,0,1
407,ACC000407,small_business,True,True,Ahmedabad,IN,full,1578787200,1816,False,0.7276,7776.56,1.299,0.0535,2738996.78,26.6901,-1,0.0,0,0,,,0,0
408,ACC000408,salary,False,False,Hyderabad,IN,full,1439164800,3432,False,0.6248,2690.3,1.142,0.0973,171650.27,0.151,338,147194.8,7,0,,,0,1
409,ACC000409,salary,False,False,Delhi,IN,min,1466467200,3116,True,0.023,3436.5,1.203,0.0725,35229.97,0.8319,1023,27504.09,6,0,,,0,1
410,ACC000410,salary,False,False,Ahmedabad,IN,full,1599955200,1571,False,0.2383,2499.21,1.047,0.049,50877.88,1.3629,33,43204.84,7,0,,,0,1
411,ACC000411,small_business,True,True,Kolkata,IN,full,1426291200,3581,False,2.6439,20352.81,1.317,0.0563,704782.47,3.58,-1,0.0,0,0,,,0,1
412,ACC000412,salary,False,False,Kolkata,IN,full,1515369600,2550,False,0.3746,2027.1,1.134,0.0953,165298.78,0.6015,367,149262.71,2,0,,,0,1
413,ACC000413,salary,False,False,Jaipur,IN,full,1606608000,1494,False,0.722,2488.66,0.923,0.0497,68866.74,0.4581,604,68398.28,7,0,,,0,1
414,ACC000414,salary,False,False,Ahmedabad,IN,full,1711411200,281,False,0.8513,2940.83,1.069,0.0595,43208.97,1.5731,642,33117.83,2,0,,,0,1
415,ACC000415,salary,False,False,Kochi,IN,full,1619568000,1344,False,0.8547,1562.75,0.892,0.0458,55127.57,1.5443,143,41587.57,3,0,,,0,1
416,ACC000416,salary,False,False,Kochi,IN,full,1721520000,164,False,0.4323,2323.25,0.921,0.0854,91836.31,1.3633,342,75656.5,7,0,,,0,1
417,ACC000417,salary,False,False,Jaipur,IN,full,1682380800,617,False,0.6845,3216.56,1.017,0.081,175833.79,1.0623,1226,141006.65,1,0,,,0,1
418,ACC000418,salary,False,False,Mumbai,IN,full,1670630400,753,False,0.2558,2215.1,0.859,0.0364,50679.1,1.0424,78,45091.21,6,0,,,0,1
419,ACC000419,student,False,False,Jaipur,IN,min,1641945600,1085,False,0.6237,276.01,1.025,0.0903,15943.53,1.1831,-1,0.0,0,0,,,0,1
420,ACC000420,salary,False,False,Hyderabad,IN,full,1414195200,3721,False,0.253,1612.98,1.037,0.0552,201417.41,0.7247,1171,170734.08,2,0,,,0,1
421,ACC000421,small_business,True,True,Pune,IN,full,1478390400,2978,False,1.0061,15795.44,1.29,0.0704,3118996.6,6.1835,-1,0.0,0,0,,,0,0
422,ACC000422,student,False,False,Kochi,IN,full,1417219200,3686,False,0.3912,798.65,0.958,0.1951,18549.49,2.1796,-1,0.0,0,0,,,0,0
423,ACC000423,salary,False,False,Chennai,IN,full,1719360000,189,False,0.6571,3341.27,0.957,0.0823,49991.98,1.5772,548,48926.91,1,0,,,0,1
424,ACC000424,large_business,True,True,Delhi,IN,full,1438128000,3444,False,10.5001,224423.03,1.347,0.0571,219776163.96,13.9392,-1,0.0,0,0,,,0,1
425,ACC000425,salary,False,False,Bengaluru,IN,min,1694044800,482,False,0.7561,2660.32,1.047,0.0885,113652.22,0.9574,781,102095.23,3,0,,,0,1
426,ACC000426,merchant,True,True,Kolkata,IN,full,1519862400,2498,False,4.0788,1325.75,0.953,0.1325,4054199.5,100.8782,-1,0.0,0,0,,,0,0
427,ACC000427,student,False,False,Ahmedabad,IN,full,1667779200,786,False,0.2976,232.59,0.878,0.1295,6829.59,0.3238,-1,0.0,0,0,,,0,1
428,ACC000428,student,False,False,Ahmedabad,IN,full,1440115200,3421,False,0.3682,873.61,0.832,0.1759,8773.41,0.6341,-1,0.0,0,0,,,0,1
429,ACC000429,salary,False,False,Delhi,IN,full,1461715200,3171,False,0.5232,1976.14,0.973,0.0214,152829.32,0.2179,76,127916.9,2,0,,,0,1
430,ACC000430,small_business,True,True,Bengaluru,IN,full,1538092800,2287,False,1.8904,18325.13,1.134,0.023,2148187.59,12.8592,-1,0.0,0,0,,,0,0
431,ACC000431,salary,False,False,Kochi,IN,full,1563321600,1995,False,0.9366,632.33,0.971,0.0967,76298.1,1.1469,399,68861.76,1,0,,,0,0
432,ACC000432,small_business,True,True,Ahmedabad,IN,full,1451952000,3284,False,1.7738,7200.22,1.292,0.0795,1137508.42,6.504,-1,0.0,0,0,,,0,0
433,ACC000433,small_business,True,True,Bengaluru,IN,full,1569888000,1919,False,1.1379,13278.85,1.39,0.0626,1522524.71,2.3561,-1,0.0,0,0,,,0,0
434,ACC000434,small_business,True,True,Jaipur,IN,min,1410480000,3764,True,0.0854,2376.7,1.169,0.0232,2272495.29,2.244,-1,0.0,0,0,,,0,0
435,ACC000435,household,False,False,Chennai,IN,full,1652486400,963,False,0.3559,632.56,0.97,0.0513,157457.2,0.8792,-1,0.0,0,0,,,0,1
436,ACC000436,merchant,True,True,Chennai,IN,min,1393459200,3961,False,5.929,1058.08,1.03,0.1027,1859344.17,55.336,-1,0.0,0,0,,,0,0
437,ACC000437,salary,False,False,Kolkata,IN,min,1609372800,1462,False,0.239,1584.88,0.975,0.0558,177220.1,0.6174,486,149340.36,2,0,,,0,1
438,ACC000438,household,False,False,Ahmedabad,IN,min,1608422400,1473,True,0.0166,3324.41,0.907,0.0722,40249.8,1.3507,-1,0.0,0,0,,,0,0
439,ACC000439,salary,False,False,Jaipur,IN,full,1520467200,2491,False,0.3818,883.74,0.984,0.0558,101075.02,0.9721,1023,90323.19,6,1,mule,fan_out,1,1
440,ACC000440,salary,False,False,Kochi,IN,min,1634601600,1170,False,1.2311,2728.49,0.968,0.0817,178547.2,0.3251,436,157306.41,2,0,,,0,1
441,ACC000441,small_business,True,True,Ahmedabad,IN,min,1470614400,3068,False,2.4013,21766.79,1.218,0.0495,948684.61,9.0674,-1,0.0,0,0,,,0,0
442,ACC000442,small_business,True,True,Mumbai,IN,min,1399161600,3895,False,1.1794,4202.29,1.311,0.0568,3847893.99,12.5878,-1,0.0,0,0,,,0,0
443,ACC000443,salary,False,False,Chennai,IN,full,1512950400,2578,False,0.8386,2395.23,1.203,0.0773,127220.72,1.351,96,118184.47,1,0,,,0,0
444,ACC000444,household,False,False,Kochi,IN,full,1474502400,3023,False,0.5117,826.41,1.052,0.0893,184029.79,1.3587,-1,0.0,0,0,,,0,1
445,ACC000445,salary,False,False,Chennai,IN,min,1545177600,2205,False,0.5573,1967.7,1.126,0.0815,230135.35,0.251,366,200097.48,5,0,,,0,1
446,ACC000446,salary,False,False,Kochi,IN,full,1582848000,1769,False,0.4751,2071.24,1.116,0.0375,188784.94,1.3922,244,185600.09,3,1,mule,fan_in|fan_out,3,0
447,ACC000447,freelancer,False,False,Mumbai,IN,min,1584316800,1752,False,1.0128,4491.96,1.476,0.1052,29029.94,2.86,-1,0.0,0,0,,,0,1
448,ACC000448,salary,False,False,Mumbai,IN,min,1391904000,3979,False,0.2946,3439.25,1.023,0.0218,73995.14,1.5876,284,71733.37,7,0,,,0,1
449,ACC000449,salary,False,False,Ahmedabad,IN,full,1421539200,3636,False,0.7331,1983.41,1.121,0.0878,193082.4,0.8973,861,155836.97,3,0,,,0,1
450,ACC000450,student,False,False,Pune,IN,min,1586822400,1723,False,0.2678,524.25,1.044,0.0806,5031.75,0.3729,-1,0.0,0,1,mule,fan_in|fan_out,5,0
451,ACC000451,salary,False,False,Chennai,IN,full,1489536000,2849,False,0.1269,1447.14,1.177,0.0267,96553.26,1.7414,290,88859.92,4,0,,,0,0
452,ACC000452,salary,False,False,Pune,IN,full,1731628800,47,False,0.3629,1280.76,0.887,0.0207,245580.05,0.5065,424,200618.15,2,0,,,0,1
453,ACC000453,salary,False,False,Jaipur,IN,full,1469664000,3079,False,0.1588,1894.2,1.191,0.0441,200411.02,0.9852,789,152315.47,1,0,,,0,1
454,ACC000454,large_business,True,True,Kolkata,IN,full,1488585600,2860,False,2.1002,127368.78,1.1,0.0183,127479973.24,21.1739,-1,0.0,0,1,source,fan_out|layering_chain,2,1
455,ACC000455,small_business,True,True,Pune,IN,min,1498521600,2745,False,1.5058,22389.29,1.411,0.0695,2320904.48,6.9147,-1,0.0,0,0,,,0,0
456,ACC000456,salary,False,False,Bengaluru,IN,min,1391472000,3984,True,0.0051,1092.98,1.049,0.0509,233416.66,0.1989,699,227674.02,6,0,,,0,1
457,ACC000457,student,False,False,Kolkata,IN,full,1680134400,643,False,0.2963,766.19,1.091,0.1534,23478.95,0.6634,-1,0.0,0,0,,,0,0
458,ACC000458,small_business,True,True,Ahmedabad,IN,full,1620518400,1333,False,3.3217,4978.94,1.394,0.0363,703974.25,5.3412,-1,0.0,0,0,,,0,0
459,ACC000459,salary,False,False,Pune,IN,full,1688688000,544,False,0.1687,2212.09,1.076,0.022,173065.33,0.467,1389,165797.61,7,0,,,0,1
460,ACC000460,salary,False,False,Chennai,IN,full,1537747200,2291,False,0.7296,2108.97,0.934,0.096,202696.38,1.4657,1325,169544.14,6,0,,,0,1
461,ACC000461,salary,False,False,Mumbai,IN,full,1402617600,3855,False,1.0263,2894.2,0.99,0.0635,236527.11,0.4196,1191,212111.08,3,0,,,0,1
462,ACC000462,salary,False,False,Kolkata,IN,full,1665273600,815,False,0.857,2901.22,1.154,0.0395,95074.26,0.7057,951,71901.79,5,0,,,0,1
463,ACC000463,small_business,True,True,Pune,IN,full,1714262400,248,False,1.9679,16345.84,1.143,0.056,1511517.32,2.7835,-1,0.0,0,0,,,0,0
464,ACC000464,salary,False,False,Chennai,IN,min,1430956800,3527,False,0.7314,1323.56,0.996,0.0744,130774.27,1.8342,67,125047.85,4,0,,,0,1
465,ACC000465,household,False,False,Jaipur,IN,full,1608163200,1476,False,0.3634,424.71,0.941,0.0359,114902.96,1.2783,-1,0.0,0,0,,,0,1
466,ACC000466,salary,False,False,Bengaluru,IN,min,1566086400,1963,False,0.7433,3196.33,0.996,0.0334,167172.17,0.7844,1152,154524.39,3,0,,,0,0
467,ACC000467,salary,False,False,Bengaluru,IN,full,1512345600,2585,False,0.7044,2219.44,0.894,0.0591,155025.86,0.307,906,123615.32,4,0,,,0,0
468,ACC000468,salary,False,False,Kochi,IN,min,1653609600,950,False,0.4634,1387.07,0.895,0.0558,152932.73,1.0658,1239,140960.9,4,0,,,0,1
469,ACC000469,small_business,True,True,Bengaluru,IN,min,1675814400,693,False,2.583,9714.51,1.313,0.0585,3100400.21,5.4326,-1,0.0,0,0,,,0,1
470,ACC000470,small_business,True,True,Ahmedabad,IN,min,1594425600,1635,False,0.7184,6781.33,1.269,0.0742,1532818.67,3.6508,-1,0.0,0,1,intermediary,circular_flow,1,0
471,ACC000471,salary,False,False,Pune,IN,min,1619395200,1346,False,0.292,1397.14,1.043,0.0493,191077.99,1.0934,348,150044.58,7,0,,,0,1
472,ACC000472,small_business,True,True,Kolkata,IN,full,1655164800,932,False,1.1324,2957.1,1.287,0.0652,1427174.53,4.9984,-1,0.0,0,0,,,0,1
473,ACC000473,student,False,False,Mumbai,IN,full,1408579200,3786,False,0.3339,778.31,0.987,0.2059,4345.73,1.2671,-1,0.0,0,0,,,0,0
474,ACC000474,salary,False,False,Mumbai,IN,full,1575072000,1859,False,0.2426,2828.2,1.084,0.0368,173944.02,1.6962,558,142560.66,5,0,,,0,1
475,ACC000475,household,False,False,Ahmedabad,IN,full,1487548800,2872,False,0.219,3472.8,1.035,0.0373,197369.1,1.1253,-1,0.0,0,0,,,0,0
476,ACC000476,student,False,False,Ahmedabad,IN,full,1470355200,3071,False,0.5054,416.52,0.838,0.1476,7308.23,2.6267,-1,0.0,0,0,,,0,0
477,ACC000477,salary,False,False,Chennai,IN,min,1626912000,1259,False,0.6638,1685.62,1.248,0.0804,187406.42,1.3094,1153,140657.17,7,0,,,0,1
478,ACC000478,small_business,True,True,Ahmedabad,IN,full,1723420800,142,False,0.6457,22516.98,1.31,0.0668,1224365.98,5.3061,-1,0.0,0,0,,,0,1
479,ACC000479,freelancer,False,False,Hyderabad,IN,full,1714435200,246,False,0.5617,5095.23,1.059,0.0699,398088.85,2.5304,-1,0.0,0,0,,,0,0
480,ACC000480,salary,False,False,Ahmedabad,IN,full,1656633600,915,False,0.4627,765.58,0.947,0.0487,117039.4,0.535,1208,104902.59,5,0,,,0,1
481,ACC000481,household,False,False,Hyderabad,IN,full,1508457600,2630,False,0.3925,1236.48,0.983,0.0235,95837.02,1.6598,-1,0.0,0,0,,,0,0
482,ACC000482,freelancer,False,False,Jaipur,IN,full,1652486400,963,False,0.2443,2238.67,1.506,0.136,111420.59,1.0718,-1,0.0,0,1,mule,fan_in|fan_out,4,1
483,ACC000483,household,False,False,Mumbai,IN,full,1535414400,2318,False,0.1483,1530.06,0.914,0.0536,69595.63,1.4442,-1,0.0,0,0,,,0,1
484,ACC000484,household,False,False,Hyderabad,IN,full,1408838400,3783,False,0.5488,3256.14,0.849,0.0893,125932.82,3.6492,-1,0.0,0,0,,,0,1
485,ACC000485,household,False,False,Jaipur,IN,full,1530921600,2370,False,0.1852,910.95,1.152,0.0581,198265.33,0.7526,-1,0.0,0,1,mule,mule_network,1,0
486,ACC000486,merchant,True,True,Kolkata,IN,min,1643932800,1062,False,3.5037,661.39,0.824,0.1204,7316963.23,21.4168,-1,0.0,0,0,,,0,0
487,ACC000487,household,False,False,Ahmedabad,IN,full,1458518400,3208,False,0.2971,2604.33,1.152,0.0305,193626.31,6.2331,-1,0.0,0,0,,,0,1
488,ACC000488,student,False,False,Bengaluru,IN,full,1447545600,3335,False,0.1169,242.17,0.892,0.163,19115.71,0.3297,-1,0.0,0,1,mule|transit,fan_in|rapid_pass_through,2,0
489,ACC000489,household,False,False,Jaipur,IN,full,1452988800,3272,False,0.2134,815.27,0.821,0.0514,79801.91,1.5884,-1,0.0,0,0,,,0,0
490,ACC000490,freelancer,False,False,Jaipur,IN,min,1413590400,3728,False,0.2695,1806.43,1.434,0.1663,54976.58,7.5471,-1,0.0,0,0,,,0,1
491,ACC000491,salary,False,False,Ahmedabad,IN,full,1691366400,513,False,1.0195,1580.3,1.055,0.0814,108376.43,0.9506,849,108347.35,1,0,,,0,1
492,ACC000492,salary,False,False,Mumbai,IN,full,1394582400,3948,False,0.6889,2632.31,1.21,0.0941,234543.54,3.8069,223,197303.91,3,0,,,0,1
493,ACC000493,small_business,True,True,Hyderabad,IN,full,1487116800,2877,False,0.6489,10566.83,1.249,0.0464,1666744.28,5.2187,-1,0.0,0,0,,,0,0
494,ACC000494,merchant,True,True,Delhi,IN,full,1613347200,1416,False,8.1217,2705.32,0.856,0.1022,1918680.03,46.1145,-1,0.0,0,0,,,0,0
495,ACC000495,salary,False,False,Chennai,IN,full,1466640000,3114,False,0.8708,1417.83,1.244,0.0326,177498.08,2.5714,779,159680.25,2,0,,,0,0
496,ACC000496,salary,False,False,Chennai,IN,full,1452038400,3283,False,0.2787,1523.41,0.966,0.0833,160047.0,0.4699,681,133700.0,3,0,,,0,1
497,ACC000497,freelancer,False,False,Bengaluru,IN,full,1630800000,1214,False,0.2484,5302.3,1.471,0.0824,311532.17,3.6669,-1,0.0,0,0,,,0,1
498,ACC000498,salary,False,False,Kochi,IN,full,1452643200,3276,False,0.5813,3030.79,1.105,0.0995,138568.8,0.6753,1032,112191.14,4,1,intermediary|mule,fan_in|fan_out|layering_chain,9,1
499,ACC000499,salary,False,False,Ahmedabad,IN,full,1498867200,2741,False,0.1549,1969.63,0.878,0.0909,107943.87,2.0038,1300,95634.07,4,0,,,0,1
500,ACC000500,merchant,True,True,Kolkata,IN,min,1585094400,1743,False,2.8454,1137.18,0.8,0.0738,1886730.46,120.8572,-1,0.0,0,0,,,0,1
501,ACC000501,student,False,False,Ahmedabad,IN,full,1672876800,727,False,0.1266,428.02,1.07,0.0818,9607.42,1.0066,-1,0.0,0,0,,,0,1
502,ACC000502,freelancer,False,False,Chennai,IN,min,1569196800,1927,False,0.3418,2755.21,1.397,0.0871,388958.78,2.5782,-1,0.0,0,0,,,0,0
503,ACC000503,salary,False,False,Ahmedabad,IN,min,1587340800,1717,False,0.1554,668.85,0.975,0.0915,50878.06,0.5452,1153,38354.14,5,0,,,0,0
504,ACC000504,student,False,False,Bengaluru,IN,full,1393286400,3963,False,0.0733,187.7,1.082,0.1482,10819.71,1.308,-1,0.0,0,0,,,0,0
505,ACC000505,salary,False,False,Pune,IN,full,1497916800,2752,False,0.2417,3190.54,1.235,0.0468,84464.23,0.7766,1247,83191.62,7,0,,,0,0
506,ACC000506,student,False,False,Pune,IN,full,1502668800,2697,False,0.2996,638.85,0.868,0.1477,15058.69,0.7568,-1,0.0,0,0,,,0,0
507,ACC000507,student,False,False,Jaipur,IN,full,1431907200,3516,False,0.3813,413.41,0.92,0.1236,14167.14,0.5282,-1,0.0,0,0,,,0,1
508,ACC000508,small_business,True,True,Delhi,IN,full,1504828800,2672,False,2.8826,2498.35,1.374,0.0567,222598.42,5.1219,-1,0.0,0,0,,,0,0
509,ACC000509,small_business,True,True,Mumbai,IN,full,1677801600,670,False,1.3717,5727.24,1.05,0.042,370794.39,8.9405,-1,0.0,0,0,,,0,0
510,ACC000510,household,False,False,Delhi,IN,full,1402012800,3862,False,0.268,727.79,0.902,0.0254,72501.84,2.3595,-1,0.0,0,0,,,0,0
511,ACC000511,household,False,False,Jaipur,IN,full,1621728000,1319,False,0.4661,1321.32,1.161,0.0376,68057.2,3.6073,-1,0.0,0,1,mule,fan_out|smurfing,2,0
512,ACC000512,merchant,True,True,Kolkata,IN,full,1694131200,481,False,8.2082,449.74,0.823,0.0451,7117982.63,106.7622,-1,0.0,0,0,,,0,0
513,ACC000513,student,False,False,Hyderabad,IN,full,1574208000,1869,False,0.2207,204.35,0.988,0.1139,19060.94,0.6585,-1,0.0,0,0,,,0,0
514,ACC000514,small_business,True,True,Mumbai,IN,min,1689552000,534,True,0.039,7869.24,1.017,0.0353,2924694.1,7.7115,-1,0.0,0,0,,,0,0
515,ACC000515,salary,False,False,Kolkata,IN,full,1435449600,3475,False,0.854,1898.85,1.207,0.0802,221614.58,0.7596,156,193724.62,1,0,,,0,1
516,ACC000516,salary,False,False,Bengaluru,IN,full,1563235200,1996,False,0.3738,2120.36,0.884,0.1,102563.02,0.7018,165,89315.39,5,0,,,0,1
517,ACC000517,salary,False,False,Hyderabad,IN,full,1612569600,1425,False,0.5225,3383.29,1.162,0.0659,101115.27,0.6246,526,86034.12,7,0,,,0,1
518,ACC000518,merchant,True,True,Ahmedabad,IN,min,1623628800,1297,False,0.865,1066.46,1.009,0.0544,6603195.91,46.4635,-1,0.0,0,0,,,0,0
519,ACC000519,student,False,False,Bengaluru,IN,full,1462492800,3162,False,0.0957,769.53,1.047,0.1891,22075.3,1.343,-1,0.0,0,1,mule,fan_in|fan_out,4,1
520,ACC000520,household,False,False,Mumbai,IN,min,1445731200,3356,False,0.3061,3278.38,0.805,0.0846,96433.64,0.9202,-1,0.0,0,0,,,0,0
521,ACC000521,student,False,False,Jaipur,IN,full,1480550400,2953,False,0.0755,892.19,1.095,0.153,11639.69,0.3656,-1,0.0,0,0,,,0,1
522,ACC000522,salary,False,False,Kochi,IN,full,1530489600,2375,False,0.3847,2079.66,0.976,0.0562,194393.64,0.6865,82,159480.06,5,0,,,0,1
523,ACC000523,merchant,True,True,Kochi,IN,full,1575417600,1855,False,1.3346,3133.93,0.82,0.0598,7863466.75,99.3908,-1,0.0,0,0,,,0,0
524,ACC000524,salary,False,False,Bengaluru,IN,full,1635724800,1157,False,0.9092,2865.93,0.96,0.0204,58724.48,1.9107,1197,46468.79,7,0,,,0,1
