txn_id,timestamp,sender,receiver,amount,channel,sender_country,receiver_country,cross_border,episode_id,pattern,is_laundering
T000012583,2025-01-07 17:23:21,ACC001174,ACC000016,4339.81,UPI,IN,IN,0,,normal,0
T000012584,2025-01-07 17:23:59,ACC000891,ACC001087,38100.0,IMPS,IN,IN,0,,normal,0
T000012585,2025-01-07 17:24:10,ACC000783,ACC001278,23900.0,IMPS,IN,IN,0,,normal,0
T000012586,2025-01-07 17:24:34,ACC000561,ACC000266,162.23,UPI,IN,IN,0,,normal,0
T000012587,2025-01-07 17:24:48,ACC001157,ACC001320,33642.02,CARD,IN,IN,0,,normal,0
T000012588,2025-01-07 17:24:59,ACC001339,ACC000339,1720.0,UPI,IN,IN,0,,normal,0
T000012589,2025-01-07 17:25:16,ACC001311,ACC000592,2570.0,NEFT,IN,IN,0,,normal,0
T000012590,2025-01-07 17:26:13,ACC001102,ACC001249,2380.0,IMPS,IN,IN,0,,normal,0
T000012591,2025-01-07 17:26:21,ACC001334,ACC001164,1920.44,SWIFT,IN,HK,1,,normal,0
T000012592,2025-01-07 17:26:35,ACC001274,ACC000151,710.0,UPI,IN,IN,0,,normal,0
T000012593,2025-01-07 17:27:03,ACC000726,ACC000995,4520.0,IMPS,IN,IN,0,,normal,0
T000012594,2025-01-07 17:27:07,ACC000333,ACC000500,4551.67,IMPS,IN,IN,0,,normal,0
T000012595,2025-01-07 17:27:20,ACC000244,ACC000722,272945.18,NEFT,IN,IN,0,,normal,0
T000012596,2025-01-07 17:27:20,ACC000873,ACC000785,1777363.63,RTGS,IN,IN,0,,normal,0
T000012597,2025-01-07 17:27:26,ACC000945,ACC000117,3831.86,CARD,IN,IN,0,,normal,0
T000012598,2025-01-07 17:28:02,ACC001119,ACC000332,9920.58,IMPS,IN,IN,0,,normal,0
T000012599,2025-01-07 17:28:11,ACC000847,ACC000436,63000.0,CARD,IN,IN,0,,normal,0
T000012600,2025-01-07 17:28:19,ACC000251,ACC000151,71924.54,NEFT,IN,IN,0,,normal,0
T000012601,2025-01-07 17:28:28,ACC001253,ACC001171,79475.9,IMPS,IN,IN,0,,normal,0
T000012602,2025-01-07 17:28:42,ACC000848,ACC000384,2360.26,CARD,IN,IN,0,,normal,0
T000012603,2025-01-07 17:29:27,ACC000433,ACC001470,6905.99,IMPS,IN,IN,0,,normal,0
T000012604,2025-01-07 17:30:38,ACC000671,ACC001407,385000.0,IMPS,IN,IN,0,,normal,0
T000012605,2025-01-07 17:31:33,ACC001081,ACC001387,1760.0,CARD,IN,IN,0,,normal,0
T000012606,2025-01-07 17:32:04,ACC000082,ACC001208,413000.0,NEFT,IN,IN,0,,normal,0
T000012607,2025-01-07 17:32:21,ACC000593,ACC001295,2880.78,UPI,IN,IN,0,,normal,0
T000012608,2025-01-07 17:32:52,ACC000526,ACC000362,6600.0,IMPS,IN,IN,0,,normal,0
T000012609,2025-01-07 17:33:12,ACC000659,ACC001340,6534.4,IMPS,IN,IN,0,,normal,0
T000012610,2025-01-07 17:33:22,ACC001496,ACC001207,1055.82,UPI,IN,IN,0,,normal,0
T000012611,2025-01-07 17:33:23,ACC000454,ACC000852,36518.84,UPI,IN,IN,0,,normal,0
T000012612,2025-01-07 17:33:31,ACC001106,ACC000760,311000.0,IMPS,IN,IN,0,,normal,0
T000012613,2025-01-07 17:34:02,ACC000085,ACC000714,17000.0,IMPS,IN,IN,0,,normal,0
T000012614,2025-01-07 17:35:13,ACC000341,ACC000796,16037.94,IMPS,IN,IN,0,,normal,0
T000012615,2025-01-07 17:35:25,ACC001228,ACC001371,379637.64,NEFT,IN,IN,0,,normal,0
T000012616,2025-01-07 17:35:33,ACC000985,ACC000547,209000.0,NEFT,IN,IN,0,,salary,0
T000012617,2025-01-07 17:35:45,ACC000873,ACC000985,698818.11,NEFT,IN,IN,0,,normal,0
T000012618,2025-01-07 17:37:16,ACC001229,ACC000236,163842.47,IMPS,IN,IN,0,,normal,0
T000012619,2025-01-07 17:37:48,ACC000847,ACC000082,14628.48,UPI,IN,IN,0,,normal,0
T000012620,2025-01-07 17:37:56,ACC000963,ACC000681,6071.48,UPI,IN,IN,0,,normal,0
T000012621,2025-01-07 17:38:19,ACC000719,ACC001081,1921.08,UPI,IN,IN,0,,normal,0
T000012622,2025-01-07 17:38:39,ACC000675,ACC000008,4259.67,CARD,IN,IN,0,,normal,0
T000012623,2025-01-07 17:40:33,ACC001268,ACC001486,683506.53,RTGS,IN,IN,0,,normal,0
T000012624,2025-01-07 17:40:40,ACC000497,ACC000645,86454.18,IMPS,IN,IN,0,,normal,0
T000012625,2025-01-07 17:41:11,ACC000264,ACC000637,56472.83,IMPS,IN,IN,0,,normal,0
T000012626,2025-01-07 17:41:21,ACC001231,ACC000760,52830.9,UPI,IN,IN,0,,normal,0
T000012627,2025-01-07 17:41:34,ACC000861,ACC000120,114000.0,IMPS,IN,IN,0,,normal,0
T000012628,2025-01-07 17:41:44,ACC000726,ACC000784,1830.0,CARD,IN,IN,0,,normal,0
T000012629,2025-01-07 17:41:49,ACC000739,ACC000691,4825028.76,RTGS,IN,IN,0,,normal,0
T000012630,2025-01-07 17:41:52,ACC000776,ACC000033,1155.9,UPI,IN,IN,0,,normal,0
T000012631,2025-01-07 17:42:06,ACC000837,ACC000716,6506.7,IMPS,IN,IN,0,,normal,0
T000012632,2025-01-07 17:42:20,ACC000084,ACC000900,21429.53,IMPS,IN,IN,0,,normal,0
T000012633,2025-01-07 17:42:23,ACC000004,ACC001155,940.0,UPI,IN,IN,0,,normal,0
T000012634,2025-01-07 17:42:31,ACC000758,ACC001080,4491.25,IMPS,IN,IN,0,,normal,0
T000012635,2025-01-07 17:43:39,ACC000081,ACC001443,3170.0,UPI,IN,IN,0,,normal,0
T000012636,2025-01-07 17:43:46,ACC001418,ACC000246,370.0,UPI,IN,IN,0,,normal,0
T000012637,2025-01-07 17:44:55,ACC000239,ACC000904,2224.62,IMPS,IN,IN,0,,normal,0
T000012638,2025-01-07 17:45:13,ACC000078,ACC000042,40277.26,NEFT,IN,IN,0,,normal,0
T000012639,2025-01-07 17:45:21,ACC001455,ACC001254,1191.02,CARD,IN,IN,0,,normal,0
T000012640,2025-01-07 17:46:13,ACC001300,ACC000284,148000.0,NEFT,IN,IN,0,,normal,0
T000012641,2025-01-07 17:46:16,ACC001309,ACC000523,2542.01,UPI,IN,IN,0,,normal,0
T000012642,2025-01-07 17:46:22,ACC001098,ACC000548,2498.93,UPI,IN,IN,0,,normal,0
T000012643,2025-01-07 17:46:40,ACC000246,ACC000686,248622.62,NEFT,IN,IN,0,,normal,0
T000012644,2025-01-07 17:48:00,ACC001249,ACC001213,1984.85,UPI,IN,IN,0,,normal,0
T000012645,2025-01-07 17:48:05,ACC000298,ACC000667,984.06,CARD,IN,IN,0,,normal,0
T000012646,2025-01-07 17:48:19,ACC000611,ACC000571,219000.0,IMPS,IN,IN,0,,normal,0
T000012647,2025-01-07 17:48:47,ACC001234,ACC001320,37900.0,NEFT,IN,IN,0,,normal,0
T000012648,2025-01-07 17:48:54,ACC000397,ACC001486,4540.0,IMPS,IN,IN,0,,normal,0
T000012649,2025-01-07 17:49:13,ACC000687,ACC001466,289.52,UPI,IN,IN,0,,normal,0
T000012650,2025-01-07 17:49:25,ACC000548,ACC001178,2145.22,UPI,IN,IN,0,,normal,0
T000012651,2025-01-07 17:49:35,ACC001048,ACC000265,3435.05,IMPS,IN,IN,0,,normal,0
T000012652,2025-01-07 17:49:55,ACC001473,ACC001320,1660.0,UPI,IN,IN,0,,normal,0
T000012653,2025-01-07 17:50:04,ACC000078,ACC000942,7000.0,CARD,IN,IN,0,,normal,0
T000012654,2025-01-07 17:50:42,ACC000290,ACC001394,210491.12,NEFT,IN,IN,0,,salary,0
T000012655,2025-01-07 17:50:52,ACC000317,ACC000512,24181.68,IMPS,IN,IN,0,,normal,0
T000012656,2025-01-07 17:51:12,ACC000338,ACC000436,327610.64,NEFT,IN,IN,0,,normal,0
T000012657,2025-01-07 17:51:24,ACC000810,ACC000760,1380.0,CARD,IN,IN,0,,normal,0
T000012658,2025-01-07 17:51:43,ACC001477,ACC001160,3859.74,UPI,IN,IN,0,,normal,0
T000012659,2025-01-07 17:53:05,ACC000760,ACC001418,2496.01,IMPS,IN,IN,0,,normal,0
T000012660,2025-01-07 17:54:29,ACC000656,ACC000239,1985000.0,NEFT,IN,IN,0,,normal,0
T000012661,2025-01-07 17:55:11,ACC000879,ACC001171,2630.0,IMPS,IN,IN,0,,normal,0
T000012662,2025-01-07 17:55:16,ACC000398,ACC001178,1727.48,UPI,IN,IN,0,,normal,0
T000012663,2025-01-07 17:55:56,ACC001427,ACC000346,11600.0,UPI,IN,IN,0,,normal,0
T000012664,2025-01-07 17:55:59,ACC000461,ACC000291,11900.0,CARD,IN,IN,0,,normal,0
T000012665,2025-01-07 17:56:54,ACC000714,ACC001470,546689.04,IMPS,IN,IN,0,,normal,0
T000012666,2025-01-07 17:57:30,ACC000137,ACC001295,24500.0,IMPS,IN,IN,0,,normal,0
T000012667,2025-01-07 17:58:19,ACC000234,ACC000951,3170.04,IMPS,IN,IN,0,,normal,0
T000012668,2025-01-07 17:59:10,ACC001453,ACC001123,19000.0,CARD,IN,IN,0,,normal,0
T000012669,2025-01-07 17:59:16,ACC001268,ACC000184,111940.47,RTGS,IN,IN,0,,normal,0
T000012670,2025-01-07 17:59:28,ACC000078,ACC001018,62000.0,UPI,IN,IN,0,,normal,0
T000012671,2025-01-07 17:59:35,ACC000673,ACC000075,374301.22,SWIFT,CY,IN,1,,normal,0
T000012672,2025-01-07 17:59:52,ACC000969,ACC000944,5274.12,IMPS,IN,IN,0,,normal,0
T000012673,2025-01-07 17:59:58,ACC000051,ACC000268,2653.16,IMPS,IN,IN,0,,normal,0
T000012674,2025-01-07 17:59:58,ACC000494,ACC001018,7617.84,IMPS,IN,IN,0,,normal,0
T000012675,2025-01-07 18:00:04,ACC001455,ACC000708,1690.0,CARD,IN,IN,0,,normal,0
T000012676,2025-01-07 18:01:07,ACC001083,ACC001300,219158.72,IMPS,IN,IN,0,,normal,0
T000012677,2025-01-07 18:01:27,ACC000447,ACC000824,10963.92,IMPS,IN,IN,0,,normal,0
T000012678,2025-01-07 18:01:41,ACC001231,ACC001461,20600.0,IMPS,IN,IN,0,,normal,0
T000012679,2025-01-07 18:02:25,ACC000526,ACC000164,7254.32,UPI,IN,IN,0,,normal,0
T000012680,2025-01-07 18:04:16,ACC001043,ACC000695,113.87,UPI,IN,IN,0,,normal,0
T000012681,2025-01-07 18:05:04,ACC000671,ACC000008,27600.0,UPI,IN,IN,0,,normal,0
T000012682,2025-01-07 18:05:51,ACC000471,ACC000027,6500.0,IMPS,IN,IN,0,,normal,0
T000012683,2025-01-07 18:06:12,ACC000082,ACC000500,1014436.71,NEFT,IN,IN,0,,normal,0
T000012684,2025-01-07 18:06:13,ACC000246,ACC000148,474082.4,NEFT,IN,IN,0,,normal,0
T000012685,2025-01-07 18:06:15,ACC001325,ACC000108,1700.0,UPI,IN,IN,0,,normal,0
T000012686,2025-01-07 18:06:16,ACC001389,ACC000636,530.0,UPI,IN,IN,0,,normal,0
T000012687,2025-01-07 18:07:23,ACC001198,ACC000810,1437000.0,NEFT,IN,IN,0,,normal,0
T000012688,2025-01-07 18:07:42,ACC000249,ACC000905,160000.0,RTGS,IN,IN,0,,normal,0
T000012689,2025-01-07 18:08:19,ACC000699,ACC001005,1265.43,CARD,IN,IN,0,,normal,0
T000012690,2025-01-07 18:10:23,ACC000787,ACC001471,2375.99,NEFT,IN,IN,0,,normal,0
T000012691,2025-01-07 18:11:03,ACC000714,ACC001108,239000.0,RTGS,IN,IN,0,,normal,0
T000012692,2025-01-07 18:11:08,ACC001395,ACC000430,3154000.0,RTGS,IN,IN,0,,normal,0
T000012693,2025-01-07 18:11:45,ACC000552,ACC000424,6664.86,SWIFT,AE,IN,1,,normal,0
T000012694,2025-01-07 18:11:51,ACC000078,ACC000942,48467.45,UPI,IN,IN,0,,normal,0
T000012695,2025-01-07 18:12:09,ACC000766,ACC001374,95317.17,NEFT,IN,IN,0,,salary,0
T000012696,2025-01-07 18:12:09,ACC001288,ACC000108,6700.0,IMPS,IN,IN,0,,normal,0
T000012697,2025-01-07 18:12:22,ACC000119,ACC000080,370.2,UPI,IN,IN,0,,normal,0
T000012698,2025-01-07 18:13:22,ACC000714,ACC000001,235000.0,NEFT,IN,IN,0,,salary,0
T000012699,2025-01-07 18:13:33,ACC000610,ACC000796,134840.22,NEFT,IN,IN,0,,normal,0
T000012700,2025-01-07 18:13:43,ACC000075,ACC001249,206353.94,IMPS,IN,IN,0,,normal,0
T000012701,2025-01-07 18:13:59,ACC000611,ACC001073,3812.6,UPI,IN,IN,0,,normal,0
T000012702,2025-01-07 18:14:21,ACC000246,ACC001241,197000.0,RTGS,IN,IN,0,,normal,0
T000012703,2025-01-07 18:14:27,ACC000269,ACC001266,170.54,UPI,IN,IN,0,,normal,0
T000012704,2025-01-07 18:15:22,ACC001407,ACC001154,9600.0,IMPS,IN,IN,0,,normal,0
T000012705,2025-01-07 18:15:25,ACC000067,ACC000793,102000.0,NEFT,IN,IN,0,,normal,0
T000012706,2025-01-07 18:16:30,ACC001420,ACC001276,400.05,UPI,IN,IN,0,,normal,0
T000012707,2025-01-07 18:16:42,ACC000419,ACC001470,36.23,UPI,IN,IN,0,,normal,0
T000012708,2025-01-07 18:18:56,ACC000557,ACC000087,75958.46,NEFT,IN,IN,0,,salary,0
T000012709,2025-01-07 18:19:02,ACC001233,ACC000967,2050.0,IMPS,IN,IN,0,,normal,0
T000012710,2025-01-07 18:19:05,ACC001268,ACC001277,192676.67,NEFT,IN,IN,0,,normal,0
T000012711,2025-01-07 18:19:14,ACC001364,ACC000963,190.0,UPI,IN,IN,0,,normal,0
T000012712,2025-01-07 18:19:33,ACC000781,ACC001262,105000.0,NEFT,IN,IN,0,,normal,0
T000012713,2025-01-07 18:19:53,ACC000696,ACC001477,347.04,UPI,IN,IN,0,,normal,0
T000012714,2025-01-07 18:20:04,ACC001305,ACC000455,8902.79,UPI,IN,IN,0,,normal,0
T000012715,2025-01-07 18:21:31,ACC001354,ACC001357,236720.3,NEFT,IN,IN,0,,normal,0
T000012716,2025-01-07 18:21:35,ACC001237,ACC001027,117000.0,RTGS,IN,IN,0,B000067,supplier_passthrough,0
T000012717,2025-01-07 18:21:37,ACC001083,ACC000828,6263202.8,NEFT,IN,IN,0,,normal,0
T000012718,2025-01-07 18:21:43,ACC000518,ACC000885,66000.0,NEFT,IN,IN,0,,salary,0
T000012719,2025-01-07 18:21:59,ACC000224,ACC000637,3890.0,UPI,IN,IN,0,,normal,0
T000012720,2025-01-07 18:22:09,ACC001476,ACC000005,179000.0,NEFT,IN,IN,0,,salary,0
T000012721,2025-01-07 18:22:09,ACC000188,ACC000269,79643.21,CARD,IN,IN,0,,normal,0
T000012722,2025-01-07 18:22:22,ACC000223,ACC000002,1117.76,UPI,IN,IN,0,,normal,0
T000012723,2025-01-07 18:23:00,ACC000903,ACC000509,5440.16,IMPS,IN,IN,0,,normal,0
T000012724,2025-01-07 18:23:11,ACC001155,ACC001364,2867.47,IMPS,IN,IN,0,,normal,0
T000012725,2025-01-07 18:23:24,ACC000253,ACC000911,113439.71,NEFT,IN,IN,0,,salary,0
T000012726,2025-01-07 18:23:33,ACC000930,ACC000760,7923.13,UPI,IN,IN,0,,normal,0
T000012727,2025-01-07 18:23:34,ACC000610,ACC000090,2280.0,IMPS,IN,IN,0,,normal,0
T000012728,2025-01-07 18:23:42,ACC001247,ACC000443,3713.32,IMPS,IN,IN,0,,normal,0
T000012729,2025-01-07 18:24:30,ACC000041,ACC000367,6477.66,NEFT,IN,IN,0,,normal,0
T000012730,2025-01-07 18:24:38,ACC000337,ACC000926,3710.0,IMPS,IN,IN,0,,normal,0
T000012731,2025-01-07 18:24:42,ACC000604,ACC000995,29100.0,IMPS,IN,IN,0,,normal,0
T000012732,2025-01-07 18:25:48,ACC000877,ACC000707,20905.63,UPI,IN,IN,0,,normal,0
T000012733,2025-01-07 18:25:50,ACC000186,ACC000108,930.0,UPI,IN,IN,0,,normal,0
T000012734,2025-01-07 18:27:22,ACC000771,ACC001364,14399.41,IMPS,IN,IN,0,,normal,0
T000012735,2025-01-07 18:27:45,ACC001362,ACC000435,850.0,UPI,IN,IN,0,,normal,0
T000012736,2025-01-07 18:27:51,ACC000640,ACC000408,2303.6,NEFT,IN,IN,0,,normal,0
T000012737,2025-01-07 18:27:52,ACC000999,ACC000268,137886.53,RTGS,IN,IN,0,,normal,0
T000012738,2025-01-07 18:28:03,ACC000713,ACC000235,3570.0,IMPS,IN,IN,0,,normal,0
T000012739,2025-01-07 18:28:11,ACC001161,ACC000673,16800.0,SWIFT,IN,CY,1,,normal,0
T000012740,2025-01-07 18:28:20,ACC001432,ACC000391,3610.0,NEFT,IN,IN,0,,normal,0
T000012741,2025-01-07 18:28:44,ACC000458,ACC000168,1566.34,UPI,IN,IN,0,,normal,0
T000012742,2025-01-07 18:29:03,ACC001477,ACC001160,4794.33,NEFT,IN,IN,0,,normal,0
T000012743,2025-01-07 18:29:07,ACC000708,ACC000973,75205.01,NEFT,IN,IN,0,,normal,0
T000012744,2025-01-07 18:29:24,ACC000433,ACC000384,3664.21,CARD,IN,IN,0,,normal,0
T000012745,2025-01-07 18:30:04,ACC001054,ACC000755,3126.7,IMPS,IN,IN,0,,normal,0
T000012746,2025-01-07 18:30:12,ACC001038,ACC001399,5900.0,IMPS,IN,IN,0,,normal,0
T000012747,2025-01-07 18:30:45,ACC000604,ACC000333,53000.0,CARD,IN,IN,0,,normal,0
T000012748,2025-01-07 18:30:45,ACC000618,ACC001477,910.0,UPI,IN,IN,0,,normal,0
T000012749,2025-01-07 18:31:12,ACC000758,ACC000367,2817.05,IMPS,IN,IN,0,,normal,0
T000012750,2025-01-07 18:31:54,ACC000364,ACC001320,440.0,UPI,IN,IN,0,,normal,0
T000012751,2025-01-07 18:32:21,ACC001228,ACC000687,651273.15,IMPS,IN,IN,0,,normal,0
T000012752,2025-01-07 18:33:06,ACC000597,ACC001417,1016.67,UPI,IN,IN,0,,normal,0
T000012753,2025-01-07 18:33:35,ACC000681,ACC001002,59000.0,NEFT,IN,IN,0,,salary,0
T000012754,2025-01-07 18:34:08,ACC001246,ACC000168,36611.36,IMPS,IN,IN,0,,normal,0
T000012755,2025-01-07 18:34:14,ACC000500,ACC000426,2423.74,CARD,IN,IN,0,,normal,0
T000012756,2025-01-07 18:35:19,ACC001113,ACC000008,1000.0,UPI,IN,IN,0,,normal,0
T000012757,2025-01-07 18:35:35,ACC000989,ACC000382,12005.86,UPI,IN,IN,0,,normal,0
T000012758,2025-01-07 18:36:12,ACC000226,ACC000108,807.77,UPI,IN,IN,0,,normal,0
T000012759,2025-01-07 18:36:20,ACC000044,ACC000963,106000.0,NEFT,IN,IN,0,,normal,0
T000012760,2025-01-07 18:36:38,ACC000152,ACC000719,362.69,UPI,IN,IN,0,,normal,0
T000012761,2025-01-07 18:36:45,ACC000264,ACC000637,30181.83,UPI,IN,IN,0,,normal,0
T000012762,2025-01-07 18:36:53,ACC000372,ACC001417,1710.0,UPI,IN,IN,0,,normal,0
T000012763,2025-01-07 18:37:07,ACC001478,ACC000707,7200.0,NEFT,IN,IN,0,,normal,0
T000012764,2025-01-07 18:37:53,ACC000636,ACC000038,2520.82,SWIFT,IN,SG,1,,normal,0
T000012765,2025-01-07 18:39:16,ACC001362,ACC001393,3368.29,UPI,IN,IN,0,,normal,0
T000012766,2025-01-07 18:39:42,ACC000091,ACC000604,1490.0,UPI,IN,IN,0,,normal,0
T000012767,2025-01-07 18:39:43,ACC000596,ACC000712,825.26,UPI,IN,IN,0,,normal,0
T000012768,2025-01-07 18:39:53,ACC001498,ACC001475,155978.22,NEFT,IN,IN,0,,salary,0
T000012769,2025-01-07 18:39:53,ACC000758,ACC000367,2126.06,CARD,IN,IN,0,,normal,0
T000012770,2025-01-07 18:39:58,ACC000849,ACC000525,94000.0,NEFT,IN,IN,0,,salary,0
T000012771,2025-01-07 18:41:13,ACC001462,ACC000919,9759.82,IMPS,IN,IN,0,,normal,0
T000012772,2025-01-07 18:41:16,ACC000690,ACC000239,95000.0,NEFT,IN,IN,0,,normal,0
T000012773,2025-01-07 18:42:28,ACC000454,ACC000810,145761.68,NEFT,IN,IN,0,,normal,0
T000012774,2025-01-07 18:42:33,ACC000920,ACC001277,4026.33,IMPS,IN,IN,0,,normal,0
T000012775,2025-01-07 18:42:54,ACC001115,ACC001398,2010.0,CARD,IN,IN,0,,normal,0
T000012776,2025-01-07 18:44:40,ACC000342,ACC000807,37388.97,IMPS,IN,IN,0,,normal,0
T000012777,2025-01-07 18:45:22,ACC000488,ACC000754,16100.0,IMPS,IN,IN,0,L000004,rapid_pass_through,1
T000012778,2025-01-07 18:45:37,ACC001232,ACC001164,20333.24,SWIFT,IN,HK,1,,normal,0
T000012779,2025-01-07 18:46:32,ACC000758,ACC001477,2643.0,CARD,IN,IN,0,,normal,0
T000012780,2025-01-07 18:47:56,ACC000458,ACC000794,859.38,CARD,IN,IN,0,,normal,0
T000012781,2025-01-07 18:48:12,ACC001018,ACC001123,1089.68,UPI,IN,IN,0,,normal,0
T000012782,2025-01-07 18:48:44,ACC000426,ACC000500,1455.58,UPI,IN,IN,0,,normal,0
T000012783,2025-01-07 18:49:44,ACC001357,ACC000014,4830.0,CARD,IN,IN,0,,normal,0
T000012784,2025-01-07 18:50:25,ACC000016,ACC000539,3160.0,IMPS,IN,IN,0,,normal,0
T000012785,2025-01-07 18:50:26,ACC000508,ACC001018,8730.2,IMPS,IN,IN,0,,normal,0
T000012786,2025-01-07 18:50:48,ACC000885,ACC000839,1958.48,CARD,IN,IN,0,,normal,0
T000012787,2025-01-07 18:51:19,ACC001387,ACC000151,698.19,UPI,IN,IN,0,,normal,0
T000012788,2025-01-07 18:52:29,ACC000338,ACC000865,899000.0,IMPS,IN,IN,0,,normal,0
T000012789,2025-01-07 18:53:14,ACC001081,ACC001208,900.0,CARD,IN,IN,0,,normal,0
T000012790,2025-01-07 18:54:20,ACC000145,ACC001384,136000.0,NEFT,IN,IN,0,,salary,0
T000012791,2025-01-07 18:54:37,ACC001346,ACC001466,1299.83,UPI,IN,IN,0,,normal,0
T000012792,2025-01-07 18:56:35,ACC000486,ACC000022,350.0,UPI,IN,IN,0,,normal,0
T000012793,2025-01-07 18:57:17,ACC000900,ACC001466,6400.0,UPI,IN,IN,0,,normal,0
T000012794,2025-01-07 18:57:31,ACC000042,ACC000296,203000.0,NEFT,IN,IN,0,,salary,0
T000012795,2025-01-07 18:57:31,ACC001125,ACC001432,1430.7,UPI,IN,IN,0,,normal,0
T000012796,2025-01-07 18:57:52,ACC001025,ACC001364,1160.85,UPI,IN,IN,0,,normal,0
T000012797,2025-01-07 18:57:59,ACC000966,ACC001009,239378.53,RTGS,IN,IN,0,,normal,0
T000012798,2025-01-07 18:58:08,ACC000165,ACC000291,200000.0,RTGS,IN,IN,0,,normal,0
T000012799,2025-01-07 18:58:11,ACC000933,ACC001382,82928.39,UPI,IN,IN,0,,normal,0
T000012800,2025-01-07 18:58:13,ACC000828,ACC001027,73337.98,IMPS,IN,IN,0,B000067,supplier_passthrough,0
T000012801,2025-01-07 18:58:59,ACC000517,ACC001262,9100.0,CARD,IN,IN,0,,normal,0
T000012802,2025-01-07 18:59:25,ACC000221,ACC000713,19640.06,CARD,IN,IN,0,,normal,0
T000012803,2025-01-07 19:00:07,ACC000843,ACC001452,798.76,CARD,IN,IN,0,,normal,0
T000012804,2025-01-07 19:00:31,ACC001473,ACC000356,16800.66,IMPS,IN,IN,0,,normal,0
T000012805,2025-01-07 19:02:01,ACC000011,ACC000673,1450.92,SWIFT,IN,CY,1,,normal,0
T000012806,2025-01-07 19:02:14,ACC001162,ACC000291,1596.64,CARD,IN,IN,0,,normal,0
T000012807,2025-01-07 19:02:16,ACC001474,ACC001325,6920.25,IMPS,IN,IN,0,,normal,0
T000012808,2025-01-07 19:03:51,ACC000866,ACC000033,5700.0,NEFT,IN,IN,0,,normal,0
T000012809,2025-01-07 19:03:54,ACC000849,ACC000165,155830.8,NEFT,IN,IN,0,,normal,0
T000012810,2025-01-07 19:04:01,ACC001287,ACC001369,7551.24,IMPS,IN,IN,0,,normal,0
T000012811,2025-01-07 19:06:37,ACC000290,ACC000042,408093.58,IMPS,IN,IN,0,,normal,0
T000012812,2025-01-07 19:09:53,ACC000751,ACC000022,1610.06,UPI,IN,IN,0,,normal,0
T000012813,2025-01-07 19:11:40,ACC000333,ACC000269,7800.0,UPI,IN,IN,0,,normal,0
T000012814,2025-01-07 19:12:57,ACC000952,ACC000195,12940.0,UPI,IN,IN,0,,normal,0
T000012815,2025-01-07 19:14:08,ACC000350,ACC000042,5926.7,IMPS,IN,IN,0,,normal,0
T000012816,2025-01-07 19:14:44,ACC000957,ACC000151,49215.57,IMPS,IN,IN,0,,normal,0
T000012817,2025-01-07 19:15:06,ACC000971,ACC000159,685.03,UPI,IN,IN,0,,normal,0
T000012818,2025-01-07 19:15:18,ACC001153,ACC001080,61000.0,NEFT,IN,IN,0,,normal,0
T000012819,2025-01-07 19:16:33,ACC001144,ACC000339,290.0,UPI,IN,IN,0,,normal,0
T000012820,2025-01-07 19:16:37,ACC000078,ACC001185,98428.77,NEFT,IN,IN,0,,normal,0
T000012821,2025-01-07 19:16:46,ACC000145,ACC000377,213000.0,NEFT,IN,IN,0,,salary,0
T000012822,2025-01-07 19:18:07,ACC001158,ACC001155,3516.45,NEFT,IN,IN,0,,normal,0
T000012823,2025-01-07 19:18:44,ACC000246,ACC000459,1277743.92,IMPS,IN,IN,0,,normal,0
T000012824,2025-01-07 19:21:38,ACC000265,ACC001148,26400.0,IMPS,IN,IN,0,,normal,0
T000012825,2025-01-07 19:21:55,ACC000016,ACC001098,6400.0,NEFT,IN,IN,0,,normal,0
T000012826,2025-01-07 19:23:30,ACC001044,ACC000042,5999.89,CARD,IN,IN,0,,normal,0
T000012827,2025-01-07 19:26:19,ACC000165,ACC000155,184000.0,IMPS,IN,IN,0,,normal,0
T000012828,2025-01-07 19:27:28,ACC001113,ACC000713,586.21,UPI,IN,IN,0,,normal,0
T000012829,2025-01-07 19:27:54,ACC000189,ACC001202,1470.0,UPI,IN,IN,0,,normal,0
T000012830,2025-01-07 19:28:41,ACC001378,ACC000323,945.63,CARD,IN,IN,0,,normal,0
T000012831,2025-01-07 19:31:46,ACC000386,ACC000543,8300.0,SWIFT,IN,CY,1,,normal,0
T000012832,2025-01-07 19:32:18,ACC000820,ACC000963,274.79,UPI,IN,IN,0,,normal,0
T000012833,2025-01-07 19:32:35,ACC000771,ACC000716,581.99,UPI,IN,IN,0,,normal,0
T000012834,2025-01-07 19:33:11,ACC000949,ACC000674,293.84,CARD,IN,IN,0,,normal,0
T000012835,2025-01-07 19:33:52,ACC000247,ACC000125,5679.96,IMPS,IN,IN,0,,normal,0
T000012836,2025-01-07 19:34:37,ACC000656,ACC001080,29011.52,CARD,IN,IN,0,,normal,0
T000012837,2025-01-07 19:34:42,ACC000118,ACC000218,42830.42,NEFT,IN,IN,0,,salary,0
T000012838,2025-01-07 19:38:03,ACC000917,ACC001219,2340.48,IMPS,IN,IN,0,,normal,0
T000012839,2025-01-07 19:38:14,ACC001424,ACC001123,131.73,UPI,IN,IN,0,,normal,0
T000012840,2025-01-07 19:38:16,ACC000865,ACC001276,8258.71,IMPS,IN,IN,0,,normal,0
T000012841,2025-01-07 19:39:24,ACC000779,ACC001357,6900.0,IMPS,IN,IN,0,,normal,0
T000012842,2025-01-07 19:39:49,ACC000621,ACC000063,3557956.7,RTGS,IN,IN,0,L000078,layering_chain,1
