episode_id,role,account_id,pattern,family,is_laundering
B000014,counterparty,ACC001136,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000273,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000415,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000745,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001190,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001304,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000839,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001331,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001468,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000753,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000856,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000497,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001323,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000559,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000939,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001218,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001058,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001480,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000879,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001177,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000827,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000599,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000717,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000302,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000620,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000416,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000301,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000480,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001212,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000964,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000354,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000254,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001401,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000679,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000375,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001030,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000468,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001350,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000474,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000980,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001024,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001116,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001186,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000844,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000098,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000058,marketplace_fanin,benign_lookalike,0
B000014,collector,ACC001320,marketplace_fanin,benign_lookalike,0
L000015,source,ACC000454,layering_chain,laundering,1
L000015,intermediary,ACC001002,layering_chain,laundering,1
L000015,intermediary,ACC000989,layering_chain,laundering,1
L000015,intermediary,ACC000629,layering_chain,laundering,1
L000015,intermediary,ACC000390,layering_chain,laundering,1
L000015,destination,ACC001036,layering_chain,laundering,1
B000016,source,ACC000704,installment_split,benign_lookalike,0
B000016,beneficiary,ACC001298,installment_split,benign_lookalike,0
B000017,counterparty,ACC000345,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000378,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001236,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000516,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001033,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001282,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001289,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001458,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001061,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000519,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001411,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001110,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000214,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001315,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000382,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001177,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001449,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000248,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000018,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000373,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000888,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001173,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001311,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000955,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000790,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000820,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000841,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000468,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000834,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000540,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000535,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001034,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001244,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000061,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000350,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000461,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000066,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001190,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000092,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001312,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000860,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000915,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000465,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001355,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000965,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001401,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000294,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000785,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001235,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000797,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000703,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001158,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000664,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001472,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000851,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000296,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000402,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000189,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001260,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001309,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001089,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001210,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000113,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000316,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000891,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000960,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000359,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000964,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001332,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000629,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000250,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001454,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001000,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000603,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000912,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000608,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000818,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000843,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001116,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000149,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000227,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000711,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000727,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001168,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001457,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000884,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001391,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000361,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000830,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000931,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001316,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000529,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001242,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000776,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000304,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000030,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000303,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000676,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000077,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000599,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000729,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000173,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001056,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000448,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001004,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000051,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000988,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000863,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000413,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000049,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001049,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000261,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000971,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000409,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001128,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC001120,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000435,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000126,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000920,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000347,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000894,marketplace_fanin,benign_lookalike,0
B000017,counterparty,ACC000829,marketplace_fanin,benign_lookalike,0
B000017,collector,ACC000168,marketplace_fanin,benign_lookalike,0
B000018,source,ACC000524,installment_split,benign_lookalike,0
B000018,beneficiary,ACC000789,installment_split,benign_lookalike,0
L000019,source,ACC000165,rapid_pass_through,laundering,1
L000019,source,ACC001228,rapid_pass_through,laundering,1
L000019,source,ACC000611,rapid_pass_through,laundering,1
L000019,source,ACC001197,rapid_pass_through,laundering,1
L000019,transit,ACC001412,rapid_pass_through,laundering,1
L000019,destination,ACC000794,rapid_pass_through,laundering,1
L000019,destination,ACC000754,rapid_pass_through,laundering,1
L000020,source,ACC000671,dormant_activation,laundering,1
L000020,transit,ACC001245,dormant_activation,laundering,1
L000020,destination,ACC000794,dormant_activation,laundering,1
L000021,mule,ACC000095,fan_in,laundering,1
L000021,mule,ACC000390,fan_in,laundering,1
L000021,mule,ACC000759,fan_in,laundering,1
L000021,mule,ACC000301,fan_in,laundering,1
L000021,mule,ACC001463,fan_in,laundering,1
L000021,mule,ACC001372,fan_in,laundering,1
L000021,mule,ACC000498,fan_in,laundering,1
L000021,mule,ACC000692,fan_in,laundering,1
L000021,mule,ACC000663,fan_in,laundering,1
L000021,mule,ACC001412,fan_in,laundering,1
L000021,mule,ACC000359,fan_in,laundering,1
L000021,mule,ACC000376,fan_in,laundering,1
L000021,mule,ACC001405,fan_in,laundering,1
L000021,mule,ACC000618,fan_in,laundering,1
L000021,mule,ACC000215,fan_in,laundering,1
L000021,mule,ACC001345,fan_in,laundering,1
L000021,mule,ACC000887,fan_in,laundering,1
L000021,mule,ACC000482,fan_in,laundering,1
L000021,mule,ACC001033,fan_in,laundering,1
L000021,mule,ACC000715,fan_in,laundering,1
L000021,mule,ACC000351,fan_in,laundering,1
L000021,mule,ACC000354,fan_in,laundering,1
L000021,mule,ACC001069,fan_in,laundering,1
L000021,mule,ACC000743,fan_in,laundering,1
L000021,mule,ACC000749,fan_in,laundering,1
L000021,mule,ACC000677,fan_in,laundering,1
L000021,mule,ACC000073,fan_in,laundering,1
L000021,mule,ACC001365,fan_in,laundering,1
L000021,mule,ACC001245,fan_in,laundering,1
L000021,mule,ACC000525,fan_in,laundering,1
L000021,mule,ACC001408,fan_in,laundering,1
L000021,mule,ACC000629,fan_in,laundering,1
L000021,collector,ACC000989,fan_in,laundering,1
B000022,source,ACC000078,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000160,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000854,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000516,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000278,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000866,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001265,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000499,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000400,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000944,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000093,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001004,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000175,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001029,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000389,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001174,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000031,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000320,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000670,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001143,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001304,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000413,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000748,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000954,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000868,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001184,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000749,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000646,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000200,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000198,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001282,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001028,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001008,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001382,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000289,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000826,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000902,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000279,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000809,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000072,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000915,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000482,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001132,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001204,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001311,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001454,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000565,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000369,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001424,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001159,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000788,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000524,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000377,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001346,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000895,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000066,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000382,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000288,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001396,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001352,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000704,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001003,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000459,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000683,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC001332,payroll_fanout,benign_lookalike,0
B000022,beneficiary,ACC000231,payroll_fanout,benign_lookalike,0
B000023,source,ACC000611,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001450,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000103,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001033,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000378,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001473,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000121,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000358,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000477,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001002,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001151,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000007,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001321,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000677,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000414,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001221,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000851,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000034,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000981,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001443,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001313,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001049,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000250,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001445,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001150,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001179,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000616,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000802,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001141,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001305,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000977,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000351,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000174,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000087,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000093,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC000923,payroll_fanout,benign_lookalike,0
B000023,beneficiary,ACC001374,payroll_fanout,benign_lookalike,0
B000024,counterparty,ACC000770,supplier_passthrough,benign_lookalike,0
B000024,counterparty,ACC000462,supplier_passthrough,benign_lookalike,0
B000024,counterparty,ACC000122,supplier_passthrough,benign_lookalike,0
B000024,counterparty,ACC000414,supplier_passthrough,benign_lookalike,0
B000024,transit,ACC000784,supplier_passthrough,benign_lookalike,0
B000024,beneficiary,ACC000046,supplier_passthrough,benign_lookalike,0
B000024,beneficiary,ACC001078,supplier_passthrough,benign_lookalike,0
B000025,source,ACC000991,installment_split,benign_lookalike,0
B000025,beneficiary,ACC001148,installment_split,benign_lookalike,0
L000026,mule,ACC001375,smurfing,laundering,1
L000026,mule,ACC001345,smurfing,laundering,1
L000026,mule,ACC000358,smurfing,laundering,1
L000026,mule,ACC001462,smurfing,laundering,1
L000026,mule,ACC001329,smurfing,laundering,1
L000026,mule,ACC000015,smurfing,laundering,1
L000026,collector,ACC000265,smurfing,laundering,1
B000027,counterparty,ACC000011,supplier_passthrough,benign_lookalike,0
B000027,counterparty,ACC000660,supplier_passthrough,benign_lookalike,0
B000027,counterparty,ACC001169,supplier_passthrough,benign_lookalike,0
B000027,counterparty,ACC001283,supplier_passthrough,benign_lookalike,0
B000027,counterparty,ACC000303,supplier_passthrough,benign_lookalike,0
B000027,counterparty,ACC000320,supplier_passthrough,benign_lookalike,0
B000027,transit,ACC000610,supplier_passthrough,benign_lookalike,0
B000027,beneficiary,ACC000956,supplier_passthrough,benign_lookalike,0
B000027,beneficiary,ACC000589,supplier_passthrough,benign_lookalike,0
L000028,mule,ACC001434,smurfing,laundering,1
L000028,mule,ACC000934,smurfing,laundering,1
L000028,mule,ACC000800,smurfing,laundering,1
L000028,mule,ACC000525,smurfing,laundering,1
L000028,mule,ACC000376,smurfing,laundering,1
L000028,mule,ACC001044,smurfing,laundering,1
L000028,collector,ACC001071,smurfing,laundering,1
B000029,counterparty,ACC000666,supplier_passthrough,benign_lookalike,0
B000029,counterparty,ACC000590,supplier_passthrough,benign_lookalike,0
B000029,counterparty,ACC001475,supplier_passthrough,benign_lookalike,0
B000029,counterparty,ACC000492,supplier_passthrough,benign_lookalike,0
B000029,counterparty,ACC000342,supplier_passthrough,benign_lookalike,0
B000029,counterparty,ACC000376,supplier_passthrough,benign_lookalike,0
B000029,transit,ACC000323,supplier_passthrough,benign_lookalike,0
B000029,beneficiary,ACC000991,supplier_passthrough,benign_lookalike,0
B000030,counterparty,ACC000483,supplier_passthrough,benign_lookalike,0
B000030,counterparty,ACC000413,supplier_passthrough,benign_lookalike,0
B000030,counterparty,ACC001418,supplier_passthrough,benign_lookalike,0
B000030,transit,ACC000469,supplier_passthrough,benign_lookalike,0
B000030,beneficiary,ACC001493,supplier_passthrough,benign_lookalike,0
B000031,source,ACC000673,treasury_cycle,benign_lookalike,0
B000031,counterparty,ACC001426,treasury_cycle,benign_lookalike,0
B000031,counterparty,ACC000782,treasury_cycle,benign_lookalike,0
B000031,counterparty,ACC000290,treasury_cycle,benign_lookalike,0
B000031,counterparty,ACC001421,treasury_cycle,benign_lookalike,0
B000032,source,ACC000900,installment_split,benign_lookalike,0
B000032,beneficiary,ACC000244,installment_split,benign_lookalike,0
B000033,counterparty,ACC000596,supplier_passthrough,benign_lookalike,0
B000033,counterparty,ACC001440,supplier_passthrough,benign_lookalike,0
B000033,counterparty,ACC001350,supplier_passthrough,benign_lookalike,0
B000033,counterparty,ACC001471,supplier_passthrough,benign_lookalike,0
B000033,counterparty,ACC001256,supplier_passthrough,benign_lookalike,0
B000033,counterparty,ACC000081,supplier_passthrough,benign_lookalike,0
B000033,transit,ACC001062,supplier_passthrough,benign_lookalike,0
B000033,beneficiary,ACC001071,supplier_passthrough,benign_lookalike,0
B000033,beneficiary,ACC000877,supplier_passthrough,benign_lookalike,0
B000034,source,ACC000649,installment_split,benign_lookalike,0
B000034,beneficiary,ACC001164,installment_split,benign_lookalike,0
B000035,source,ACC000861,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001419,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000644,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001035,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001401,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000522,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000756,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000289,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000632,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000938,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000401,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001015,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000816,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000792,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000073,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000957,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000061,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000954,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000045,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000846,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000382,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000208,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001024,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000692,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001345,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001313,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000915,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001462,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000186,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001019,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000126,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001194,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000364,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000830,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000482,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000191,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001406,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000916,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001182,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC001404,payroll_fanout,benign_lookalike,0
B000035,beneficiary,ACC000032,payroll_fanout,benign_lookalike,0
